,index,약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시,geometry
3489,3597,C1106952,서울특별시 종로구 김상옥로 55,임자약국,02-742-1145,1800,1800,1800,1800,1800,1600,2200.0,2100.0,900,900,900,900,900,900,800.0,900.0,31,22,127.0038805289,37.5736898518,2022-07-20 17:42:11.0,POINT (956190.9518616648 1952817.3783544484)
3490,3598,C1100661,서울특별시 구로구 디지털로 219 (가리봉동),자명약국,02-867-6968,2300,2300,2300,2300,2300,2300,2200.0,2100.0,1800,1800,1800,1800,1800,1800,800.0,900.0,83,88,126.89009745047947,37.47980484667727,2022-07-20 17:42:11.0,POINT (946075.8861228133 1942460.4636280176)
3491,3599,C1100787,서울특별시 도봉구 도봉로133길 14,자모약국,02-992-6516,1830,1830,1830,1830,1830,1300,2200.0,2100.0,800,800,800,800,800,900,800.0,900.0,13,95,127.03882441566336,37.65757702474895,2022-07-20 17:42:11.0,POINT (959322.358851199 1962108.5841946483)
3492,3600,C1100770,서울특별시 성북구 화랑로5길 42 (하월곡동),자산약국,02-913-2130,1800,1800,1800,1800,1800,1200,2200.0,1900.0,900,900,900,900,900,900,800.0,900.0,27,48,127.039504502493,37.604393837513,2022-07-20 17:42:11.0,POINT (959353.389875722 1956207.8258962864)
3493,3601,C1102298,서울특별시 강서구 방화대로21길 76 (공항동),자성당약국,02-2662-3231,2100,2100,2100,2100,2100,2100,1800.0,1900.0,900,900,900,900,900,900,900.0,900.0,76,16,126.81245555555556,37.56398611111111,2022-07-20 17:42:11.0,POINT (939279.4130810577 1951847.261835709)
3494,3602,C1104757,서울특별시 광진구 자양로 88 광영빌딩 1층 (자양동),자양약국,02-446-6159,1830,1830,1830,1830,1830,1400,1800.0,1900.0,900,900,900,900,900,900,900.0,900.0,50,51,127.08431898303556,37.53563050009575,2022-07-20 17:42:11.0,POINT (963275.3058644806 1948560.4406334276)
3495,3603,C1103055,서울특별시 광진구 자양로13길 73 (자양동),자양열린약국,02-2201-4754,1930,1930,1930,1930,1930,1400,1800.0,1900.0,900,900,900,900,900,900,900.0,900.0,50,58,127.08110791416658,37.5334667382209,2022-07-20 17:42:11.0,POINT (962990.54293584 1948321.6429293815)
3496,3604,C1103813,서울특별시 광진구 자양로9길 77,자양하나약국,070-4400-6206,2130,2130,2130,2130,2130,1600,1800.0,2100.0,900,900,900,900,900,900,900.0,1500.0,50,60,127.08121054556769,37.53177502147343,2022-07-20 17:42:11.0,POINT (962998.7747856472 1948133.916675886)
3497,3605,C1103293,서울특별시 강남구 봉은사로 474  (삼성동 쌍용 플래티넘),자연애약국,02-567-8413,2200,2200,2200,2200,2200,2200,1800.0,2100.0,900,900,900,900,900,900,900.0,1500.0,61,54,127.05182724487402,37.51237654396308,2022-07-20 17:42:11.0,POINT (960392.4108538486 1945993.7388511654)
3498,3606,C1100774,서울특별시 노원구 동일로237길 40 101호 (상계동 대한빌),자연약국,02-3391-2227,2000,2000,2000,2000,2000,1500,1800.0,2100.0,900,900,900,900,900,900,900.0,1500.0,16,11,127.05213758455542,37.6735149830938,2022-07-20 17:42:11.0,POINT (960505.0890710596 1963871.1556436)
3499,3607,C1100773,서울특별시 서초구 효령로68길 114 (서초동),자연약국,02-582-5717,2000,2000,2000,2000,2000,2000,1800.0,2100.0,900,900,900,900,900,1600,900.0,1500.0,67,21,127.01867422505217,37.48523169739583,2022-07-20 17:42:11.0,POINT (957447.0704348746 1942996.662850015)
3500,3608,C1107173,서울특별시 마포구 마포대로 195 4단지상가동 205호 (아현동 마포래미안푸르지오),자연약국,02-313-4877,1930,1930,1930,1930,1930,1630,1800.0,2100.0,830,830,830,830,830,830,900.0,1500.0,41,29,126.9543024402,37.5524319716,2022-07-20 17:42:11.0,POINT (951799.3098261402 1950483.1914174524)
3501,3609,C1104019,서울특별시 중랑구 망우로 377 1층 (상봉동),자연약국,02-2207-1709,2100,2100,2100,2100,2100,2100,1800.0,2100.0,900,900,900,900,900,900,900.0,1500.0,20,86,127.094137765,37.5987504324,2022-07-20 17:42:11.0,POINT (964173.0264613414 1955559.468950315)
3502,3610,C1103981,서울특별시 성동구 뚝섬로 400 (성수동2가),자연온누리약국,02-464-0649,2100,2100,2100,2100,2100,1900,1800.0,2100.0,900,900,900,900,900,930,900.0,1500.0,47,76,127.05499885830416,37.53850937197394,2022-07-20 17:42:11.0,POINT (960686.422209522 1948891.6887573213)
3503,3612,C1108576,서울특별시 서초구 사평대로45길 10-25 109-2호 (반포동),자이수약국,02-591-1370,1930,1930,1930,1930,1930,1530,1800.0,1300.0,830,830,830,830,830,830,900.0,900.0,65,44,127.01395196990772,37.506633068827895,2022-07-20 17:42:11.0,POINT (957041.844638333 1945373.1530935662)
3504,3613,C1108947,서울특별시 마포구 대흥로 183 신촌그랑자이 상가 1동 103호 (대흥동),자이약국,02-707-3682,2000,2000,2000,2000,2000,1600,1800.0,1300.0,900,900,900,900,900,900,900.0,900.0,41,5,126.945660437538,37.5558352535218,2022-07-20 17:42:11.0,POINT (951038.1945320214 1950865.2349038443)
3505,3614,C1102301,서울특별시 서초구 잠원로 24,자이프라자약국,02-532-5222,1900,1900,1900,1900,1900,1600,1400.0,1400.0,900,900,900,900,900,900,900.0,900.0,65,44,127.00980049195093,37.50717199415081,2022-07-20 17:42:11.0,POINT (956675.2356419228 1945434.8468135425)
3506,3615,C1100775,서울특별시 노원구 노해로 508,자인당약국,02-933-4956,2230,2230,2230,2230,2230,2230,2100.0,2330.0,900,900,900,900,900,900,1300.0,900.0,17,52,127.0641303789981,37.65485978073469,2022-07-20 17:42:11.0,POINT (961553.0623175032 1961796.4403240343)
3507,3616,C1101840,서울특별시 송파구 백제고분로 168 1층 (잠실동),잠실메디신약국,02-421-4218,1830,1830,1830,1830,1830,1300,2100.0,2330.0,830,830,830,830,830,830,1300.0,900.0,55,77,127.0853384468118,37.50485871468453,2022-07-20 17:42:12.0,POINT (963350.3260308604 1945146.10478257)
3508,3617,C1103422,서울특별시 송파구 올림픽로35가길 16 홈플러스잠실점 B1층 (신천동),잠실미소약국,02-418-4837,2200,2200,2200,2200,2200,2200,2200.0,2200.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,55,10,127.1030062465,37.5162513486,2022-07-20 17:42:12.0,POINT (964917.2258771508 1946403.3097347093)
3509,3618,C1109001,서울특별시 송파구 올림픽로35길 137 한국광고문화회관 1층 3호 (신천동),잠실선약국,02-418-9531,2100,1930,1930,2100,1930,1700,2200.0,2200.0,830,830,830,830,830,830,1000.0,1000.0,55,10,127.099643159822,37.5159272595028,2022-07-20 17:42:12.0,POINT (964619.8719513644 1946368.6135005478)
3510,3619,C1109196,서울특별시 송파구 삼전로10길 11 1층 101호 (삼전동),잠실수약국,02-422-0075,2100,2100,2100,2100,2100,1900,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,56,0,127.090762393196,37.5057532505897,2022-07-20 17:42:12.0,POINT (963830.1528031882 1945243.24916752)
3511,3620,C1107288,서울특별시 송파구 백제고분로 171 (잠실동),잠실프라자약국,02-412-7999,2000,2000,2000,2000,2000,1800,2200.0,2200.0,930,930,930,930,930,930,1000.0,1000.0,55,68,127.08589975403672,37.50517907219634,2022-07-20 17:42:12.0,POINT (963400.0935375108 1945181.4279107307)
3512,3621,C1107633,서울특별시 송파구 올림픽로35길 112 제2동 3층 20호 (신천동 장미아파트 비상가),장미미소약국,02-412-4962,1900,1900,1900,1900,1900,1900,2200.0,2200.0,830,830,830,830,830,830,1000.0,1000.0,55,4,127.1018054402421,37.5178804066184,2022-07-20 17:42:12.0,POINT (964811.8738163128 1946584.4918504572)
3513,3622,C1100372,서울특별시 송파구 마천로 237 신동아아파트 상가동 104호 (마천동),장생당약국,02-406-4256,2000,2000,2000,2000,2000,1800,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,57,33,127.14463672884906,37.49981663262828,2022-07-20 17:42:12.0,POINT (968589.2847079189 1944565.2774195073)
3514,3623,C1100374,서울특별시 노원구 섬밭로 263 롯데상가1층 (중계동),장생약국,02-976-8992,2200,2200,2200,2200,2200,2100,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,17,74,127.06390861579992,37.63902073736679,2022-07-20 17:42:12.0,POINT (961525.3314813509 1960039.2490338325)
3515,3624,C1102262,서울특별시 도봉구 도봉로 859 (도봉동),장수당약국,02-3492-8217,2100,2100,2100,2100,2100,1800,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,13,4,127.04512777777776,37.6812,2022-07-20 17:42:12.0,POINT (959891.0608204391 1964726.7605742447)
3516,3625,C1100398,서울특별시 노원구 동일로 1077,장수메디컬약국,02-973-1111,1900,1900,1900,1900,1900,1700,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,18,52,127.07252055817573,37.62600574233186,2022-07-20 17:42:12.0,POINT (962278.5555183336 1958591.7914764658)
3517,3627,C1102263,서울특별시 영등포구 신풍로 46 (신길동),장수약국,02-843-2843,2250,2250,2250,2250,2250,2250,2500.0,2250.0,800,800,800,800,800,800,2200.0,800.0,74,30,126.9110212167059,37.49991491429664,2022-07-20 17:42:12.0,POINT (947939.8229652043 1944679.7771685456)
3518,3628,C1100401,서울특별시 은평구 응암로 248 (응암동),장수약국,02-359-7098,2000,2000,2000,2000,2000,1900,1900.0,1900.0,900,900,900,900,900,900,900.0,900.0,34,66,126.9183146629977,37.59398445450995,2022-07-20 17:42:12.0,POINT (948649.0732792873 1955112.3139959662)
3519,3629,C1103041,서울특별시 금천구 시흥대로 153 (시흥동),장수약국,02-808-0193,2000,2000,2000,2000,2000,1500,1900.0,1900.0,900,900,900,900,900,900,900.0,900.0,86,38,126.9029147393534,37.44764905935976,2022-07-20 17:42:12.0,POINT (947186.5146606404 1938885.723349749)
3520,3630,C1100400,서울특별시 구로구 경인로47길 94 (고척동),장수약국,02-2683-2865,2000,2000,2000,2000,2000,1800,1900.0,1900.0,830,830,830,830,830,830,900.0,900.0,82,22,126.86416969053732,37.50286167894795,2022-07-20 17:42:12.0,POINT (943800.7552801806 1945033.6515226678)
3521,3631,C1107071,서울특별시 동대문구 이문로 135 1층 105호 (이문동 아정오피스텔),장수약국,02-965-5926,1830,1830,1830,1830,1830,1300,1900.0,1900.0,900,900,900,900,900,900,900.0,900.0,24,3,127.06135736841938,37.59874679820607,2022-07-20 17:42:12.0,POINT (961279.3626380176 1955572.07721655)
3522,3632,C1102264,서울특별시 중구 퇴계로86길 6 (신당동),장수약국,02-2252-2929,2000,2000,2000,2000,2000,2000,1500.0,1700.0,800,800,800,800,800,800,900.0,900.0,45,77,127.0195996724,37.5652729907,2022-07-20 17:42:12.0,POINT (957574.240633086 1951876.3569230577)
3523,3633,C1104589,서울특별시 동대문구 사가정로 207 104호105호 (장안동 삼협메디스빌딩),장안메디칼약국,02-2242-6070,2000,2000,2000,2000,2000,1400,1500.0,1700.0,830,830,830,830,830,800,900.0,900.0,25,9,127.06801818354457,37.57893032166305,2022-07-20 17:42:12.0,POINT (961857.2294279513 1953370.810003122)
3524,3634,C1100402,서울특별시 동대문구 답십리로 305 1층 (장안동),장안미소약국,02-2212-6275,2000,2000,2000,2000,2000,2000,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,25,24,127.0744351243896,37.57239064038695,2022-07-20 17:42:12.0,POINT (962420.5435325089 1952642.6800589247)
3525,3635,C1103750,서울특별시 동대문구 한천로 62 1층 101호 (장안동 화성빌딩),장안중앙약국,02-2212-5456,1800,1800,1800,1800,1800,1330,1700.0,2250.0,900,900,900,900,900,900,900.0,800.0,26,31,127.06276676441657,37.56719687179824,2021-09-23 18:10:52.0,POINT (961387.4840914911 1952071.1891472037)
3526,3636,C1103866,서울특별시 동대문구 천호대로83길 43-1 1층 (장안동),장안수약국,02-2213-0695,1830,1830,1830,1830,1830,1300,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,26,36,127.06531750339288,37.564105038637656,2022-07-20 17:42:12.0,POINT (961611.1569634583 1951727.1216082752)
3527,3637,C1103695,서울특별시 강남구 학동로 224 B109호(논현동 삼환아르부보),장약국,070-8808-8547,2100,2030,2030,2100,2100,1800,1500.0,1700.0,830,830,830,830,830,830,900.0,900.0,61,4,127.03328888888888,37.514508333333325,2022-07-20 17:42:12.0,POINT (958755.234230916 1946238.2130194048)
3528,3638,C1101966,서울특별시 노원구 노해로 488 (상계동),장약국,02-952-0085,1830,1830,1830,1830,1830,1530,1500.0,1700.0,930,930,930,930,930,930,900.0,900.0,17,51,127.06218992427036,37.65441391098088,2022-07-20 17:42:12.0,POINT (961381.6680266003 1961747.76993094)
3529,3639,C1108831,서울특별시 영등포구 신길로 147 1층 (신길동),장원옵티마약국,02-833-4824,1930,1930,1930,1930,1930,1530,1500.0,1700.0,930,930,930,930,930,930,900.0,900.0,73,95,126.910510132947,37.5054207595358,2022-07-20 17:42:12.0,POINT (947898.4737904839 1945290.9017447426)
3530,3640,C1102241,서울특별시 노원구 공릉로 147 (공릉동),재민약국,02-978-2405,1800,1800,1800,1800,1800,1300,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,18,37,127.0790469902032,37.62312931237366,2022-07-20 17:42:12.0,POINT (962853.0292294492 1958270.0605412982)
3531,3641,C1103138,서울특별시 노원구 노해로 452 (상계동),재성약국,02-931-7824,1800,1800,1800,1800,1800,1400,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,17,62,127.0584315095592,37.65357247118075,2022-07-20 17:42:12.0,POINT (961049.7047458987 1961655.969452569)
3532,3642,C1107068,서울특별시 강북구 오패산로30길 30 (미아동),재원약국,02-989-5379,2000,2000,2000,2000,2000,1700,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,12,34,127.0350788380533,37.61450059310366,2022-07-20 17:42:12.0,POINT (958968.2998632495 1957331.0515034378)
3533,3643,C1102242,서울특별시 구로구 시흥대로161가길 16,재훈약국,02-854-2250,2100,2100,2100,2100,2100,2100,1500.0,1700.0,900,900,900,900,900,800,900.0,900.0,83,93,126.8981991811956,37.480345797035824,2022-07-20 17:42:12.0,POINT (946792.5855973657 1942515.8696970544)
3534,3644,C1102244,서울특별시 동작구 사당로 244 1호 (사당동 사당시장 점포),전원약국,02-585-9677,1830,1830,2100,1830,1830,1530,1500.0,1700.0,730,730,730,730,730,730,900.0,900.0,70,11,126.9747437123636,37.483087333568,2022-07-20 17:42:12.0,POINT (953561.9180212142 1942779.521459637)
3535,3645,C1100634,서울특별시 금천구 탑골로3가길 22 (시흥동),전진상약국,02-802-9314,2000,1800,2000,1800,1800,1800,1500.0,1700.0,1400,900,1400,900,900,1400,900.0,900.0,85,74,126.91068032273928,37.45259634114719,2022-07-20 17:42:12.0,POINT (947876.8366917729 1939430.266594206)
3536,3646,C1100644,서울특별시 구로구 남부순환로97길 11 (개봉동),정광약국,02-2687-2983,2100,2100,2100,2100,2100,2100,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,83,28,126.85837744421302,37.49425567906598,2022-07-20 17:42:12.0,POINT (943282.2804121134 1944082.3385125925)
3537,3647,C1100501,서울특별시 송파구 오금로 487,정다운약국,02-431-3459,2100,2100,2100,2100,2100,2000,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,57,44,127.1431824214298,37.49391502046454,2022-07-20 17:42:12.0,POINT (968458.2553194723 1943911.0203543673)
3538,3648,C1104036,서울특별시 강동구 진황도로61길 51 (둔촌동),정다운약국,02-477-5512,1830,1830,1830,1830,1830,2000,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,53,68,127.14615855756664,37.52864686811656,2022-07-20 17:42:12.0,POINT (968735.8292545894 1947763.2967507432)
3539,3649,C1108311,서울특별시 종로구 종로 339 1층 (창신동),정다운약국,02-3672-8959,1900,1900,1900,1900,1900,1500,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,31,4,127.01511448553822,37.573162766953615,2022-07-20 17:42:12.0,POINT (957182.6531273511 1952753.7222500003)
3540,3650,C1100645,서울특별시 동대문구 이문로54길 46 1층 108호 (이문동 이문e편한세상아파트상가1동),정다운약국,02-957-3153,2000,2000,2000,2000,2000,1500,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,24,7,127.06444776749998,37.6054377076,2022-07-20 17:42:12.0,POINT (961555.6084619537 1956313.1329889565)
3541,3651,C1103262,서울특별시 강북구 솔샘로 184 에스케이북한산시티 112~113호 (미아동),SK온누리약국,02-983-8895,2100,2100,2100,2100,2100,1700,2500.0,2500.0,830,830,830,830,830,830,1230.0,1230.0,11,92,127.01284947045568,37.61995692189284,2022-07-20 17:41:59.0,POINT (957009.5728639477 1957946.35756916)
3542,3652,C1100371,서울특별시 동작구 만양로 19 상가동 3층 311312호 (노량진동 신동아리버파크아파트),정다운약국,02-6267-7575,1900,1900,1900,1900,1900,1300,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,69,20,126.94432949581038,37.50709717451593,2022-07-20 17:42:12.0,POINT (950888.6909306069 1945458.7026709635)
3543,3653,C1108750,서울특별시 노원구 초안산로2라길 26 상가동 204호 (월계동 월계센트럴아이파크),정다운약국,02-6081-3281,1900,1900,1900,1900,1900,1500,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,18,79,127.05667170993,37.6300099286586,2022-07-20 17:42:12.0,POINT (960882.120361668 1959042.5279990896)
3544,3654,C1102260,서울특별시 은평구 진흥로 137 1층 (대조동),정다운약국,02-387-8547,2000,1800,2000,2000,2000,1600,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,33,95,126.92509654508164,37.6082525306764,2022-07-20 17:42:12.0,POINT (949257.4719621084 1956691.6131728964)
3545,3655,C1103292,서울특별시 강서구 까치산로 120  (화곡동),정다운약국,02-2065-2998,2100,2100,2100,2100,2100,2100,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,76,62,126.85029669857596,37.54843471379751,2022-07-20 17:42:12.0,POINT (942609.4713826069 1950098.1262064658)
3546,3656,C1104870,서울특별시 중랑구 용마산로51길 52 (면목동),정다운온누리약국,02-437-3253,2100,2100,2100,2100,2100,1700,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,22,50,127.089129981009,37.5803127229845,2022-07-20 17:42:12.0,POINT (963722.0205695466 1953515.8184282922)
3547,3657,C1107148,서울특별시 은평구 갈현로 260 1층 (갈현동),정다운온누리약국,02-388-1226,2030,2030,2030,2030,2030,1400,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,33,31,126.9162065426,37.6200071577,2022-07-20 17:42:12.0,POINT (948480.9199024679 1958000.587312677)
3548,3658,C1109314,서울특별시 강동구 천호대로188길 13 주전빌딩 201호 (둔촌동),정담한약국,02-474-5957,1800,1800,1800,1800,1800,1400,1500.0,1700.0,1000,1000,1000,1000,1000,900,900.0,900.0,53,61,127.14337750422,37.5335400075614,2022-07-20 17:42:12.0,POINT (968492.1628851383 1948307.0882271775)
3549,3659,C1103040,서울특별시 도봉구 노해로70길 54,정대식약국,02-991-0400,1900,1900,1900,1900,1900,1300,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,14,17,127.051385223931,37.65022042724144,2022-07-20 17:42:12.0,POINT (960426.3772258845 1961287.0219783173)
3550,3660,C1106969,서울특별시 서대문구 북아현로 6,정도약국,02-362-1561,2130,2130,2130,2130,2130,2100,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,37,57,126.95644487936595,37.55800094661892,2022-07-20 17:42:12.0,POINT (951992.1227138137 1951099.9448330463)
3551,3661,C1107529,서울특별시 노원구 화랑로 425 1층 (공릉동),정든약국,02-948-5559,2130,2130,2130,2130,2130,1700,1500.0,1700.0,830,830,830,830,830,830,900.0,900.0,18,61,127.0746477756728,37.61756981880907,2022-07-20 17:42:12.0,POINT (962462.0238038568 1957655.0089480102)
3552,3662,C1107250,서울특별시 강동구 양재대로 1594,정든약국,02-426-3792,1930,1930,1930,1930,1930,1530,1500.0,1700.0,700,700,700,700,700,700,900.0,900.0,52,95,127.14372878887671,37.54767896065673,2022-07-20 17:42:12.0,POINT (968529.1425932891 1949875.6021058604)
3553,3663,C1100503,서울특별시 성북구 정릉로 326 (정릉동),정릉메디칼약국,02-912-2727,2000,2000,2000,2000,2000,1500,1500.0,1700.0,900,900,900,900,900,900,900.0,900.0,28,16,127.01935059586538,37.6020848784861,2022-07-20 17:42:12.0,POINT (957573.1407799302 1955960.572672522)
3554,3664,C1104732,서울특별시 성북구 보국문로 45 1층 (정릉동),정릉약국,02-914-3982,2030,2030,2030,2030,2030,2030,2030.0,1700.0,830,830,830,830,830,830,830.0,900.0,27,9,127.0097715346,37.6085434928,2022-07-20 17:42:12.0,POINT (956731.3343329662 1956681.4993219012)
3555,3665,C1107749,서울특별시 성북구 보국문로 40-3 (정릉동),정릉열린약국,02-911-2486,2100,2100,2100,2100,2100,1600,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,27,17,127.0102199948,37.6083632569,2022-07-20 17:42:12.0,POINT (956770.812368814 1956661.2963296305)
3556,3666,C1109229,서울특별시 성북구 보국문로 43 야원빌딩 103호 (정릉동),정릉우리약국,02-942-8831,1900,1900,1900,1900,1900,1400,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,27,10,127.009889042894,37.6081729059815,2022-07-20 17:42:12.0,POINT (956741.4913102387 1956640.3301470089)
3557,3667,C1100504,서울특별시 금천구 시흥대로 399,정명약국,02-893-3550,1930,1930,1930,1930,1930,1500,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,85,84,126.89746816112404,37.4694033834484,2022-07-20 17:42:12.0,POINT (946720.1851837011 1941302.2903395477)
3558,3668,C1102237,서울특별시 영등포구 의사당대로 108 1층 119호 (여의도동 아일렉스),정명약국,02-782-0700,2000,2000,2000,2000,2000,1600,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,73,22,126.9239915210551,37.52101468761369,2022-07-20 17:42:12.0,POINT (949100.6161853754 1947013.581196952)
3559,3669,C1108110,서울특별시 송파구 강동대로 65 토성빌딩 1층 (풍납동),정문다사랑약국,02-474-1331,1800,1800,1800,1800,1800,1600,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,55,37,127.114822931,37.5270993326,2022-07-20 17:42:12.0,POINT (965966.4112828458 1947602.4844454338)
3560,3670,C1100505,서울특별시 광진구 능동로 지하 110  (화양동),정문대학약국,02-2218-4545,1830,1830,1830,1830,1830,1300,2030.0,1700.0,830,830,830,830,830,900,830.0,900.0,50,30,127.07104541845996,37.540839804010105,2022-07-20 17:42:12.0,POINT (962105.2402950408 1949143.6489051452)
3561,3671,C1100626,서울특별시 강동구 진황도로61길 48 (둔촌동),정문약국,02-478-0774,1800,1800,1800,1800,1800,1300,2030.0,1700.0,900,900,900,900,900,900,830.0,900.0,53,69,127.1457414414443,37.5283874447999,2022-07-20 17:42:12.0,POINT (968698.8658323969 1947734.6540911829)
3562,3672,C1100507,서울특별시 용산구 대사관로 60-1 (한남동),정문약국,02-796-2580,1840,1840,1840,1840,1840,1300,1840.0,1700.0,840,840,840,840,840,840,840.0,900.0,44,2,127.00484336689176,37.53327588705012,2022-07-20 17:42:12.0,POINT (956252.3562589167 1948333.2136529803)
3563,3673,C1104555,서울특별시 송파구 양재대로60길 3-12 (가락동),정문약국,02-408-7461,1800,1800,1800,1800,1800,1500,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,57,8,127.11728099690863,37.49872971127692,2022-07-20 17:42:12.0,POINT (966170.8001578231 1944454.1719058272)
3564,3674,C1100607,서울특별시 서대문구 연세로 41 (창천동),정문약국,02-324-4650,1800,1800,1800,1800,1800,1500,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,37,88,126.93664166666667,37.55920833333333,2022-07-20 17:42:12.0,POINT (950243.8518124562 1951244.1976887842)
3565,3675,C1108660,서울특별시 중랑구 신내로16길 17 101호 (신내동),정문약국,070-4402-2579,1800,1800,1800,1800,1800,1500,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,20,53,127.097180289147,37.6141751592324,2022-07-20 17:42:12.0,POINT (964448.9446369741 1957269.614303159)
3566,3676,C1104250,서울특별시 영등포구 국제금융로 112 1층 (여의도동 상아빌딩),정문약국,02-785-9996,1800,1800,1800,1800,1800,1300,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,73,43,126.9339077815,37.5183969322,2022-07-20 17:42:12.0,POINT (949975.1331798757 1946717.8365062121)
3567,3677,C1102239,서울특별시 성북구 고려대로 82 (안암동5가),정문약국,02-924-2121,1900,1900,1900,1900,1900,1210,1840.0,1700.0,810,810,810,810,810,810,840.0,900.0,28,55,127.02832758746328,37.58611662833579,2022-07-20 17:42:12.0,POINT (958356.6457725076 1954184.9507198432)
3568,3678,C1102238,서울특별시 도봉구 우이천로 302 (쌍문동),정문약국,02-998-6342,1800,1800,1800,1800,1800,1430,1840.0,1700.0,830,830,830,830,830,830,840.0,900.0,14,52,127.029052324636,37.64467709691863,2022-07-20 17:42:12.0,POINT (958453.2279311513 1960681.6665964401)
3569,3679,C1104562,서울특별시 성동구 왕십리로 236-1 (행당동),정문약국,02-2295-4825,1800,1800,1800,1800,1800,1300,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,47,63,127.04131436794154,37.557945592900985,2022-07-20 17:42:12.0,POINT (959487.9814151555 1951053.8392337225)
3570,3680,C1104599,서울특별시 동대문구 답십리로 248 (장안동),장안약국,02-2242-3129,1830,1830,1830,1830,1830,1400,1900.0,1900.0,830,830,830,830,830,830,900.0,900.0,26,23,127.06774709673292,37.57249009933291,2022-03-20 17:42:05.0,POINT (961830.0059160049 1952656.4103707317)
3571,3682,C1107522,서울특별시 구로구 공원로8길 23 (구로동),장약국,02-863-8242,2030,2030,2030,2030,2030,1500,1900.0,1900.0,900,900,900,900,900,900,900.0,900.0,82,89,126.89055600725436,37.50337201092925,2022-03-20 17:42:05.0,POINT (946133.3574152973 1945074.8395591707)
3572,3683,C1100606,서울특별시 종로구 창경궁로 162-2 (원남동),정문약국,02-765-7200,1900,1900,1900,1900,1900,1400,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,30,81,126.99758055555556,37.576875,2022-07-20 17:42:12.0,POINT (955636.5286294282 1953173.7112279679)
3573,3684,C1100627,서울특별시 구로구 구로동로 149 (구로동),정문약국,02-866-1030,1830,1830,1830,1830,1830,1300,1840.0,1700.0,900,900,900,900,900,900,840.0,900.0,83,9,126.88355123877986,37.49186128355601,2022-07-20 17:42:12.0,POINT (945505.8598325555 1943801.8228021695)
3574,3685,C1101518,서울특별시 은평구 진흥로 196,정문온누리약국,02-549-3003,2300,2300,2300,2300,2300,2200,2200.0,2200.0,800,800,800,800,800,830,830.0,830.0,33,75,126.93129130605853,37.60849834675368,2022-07-20 17:42:12.0,POINT (949804.4081159404 1956715.555381492)
3575,3686,C1102240,서울특별시 중랑구 용마산로 502  (망우동),정민약국,02-2207-4345,1900,1900,1900,1900,1900,1500,2200.0,2200.0,900,900,900,900,900,900,830.0,830.0,21,81,127.1008274182355,37.595813247430506,2022-07-20 17:42:12.0,POINT (964762.164462523 1955231.071262582)
3576,3687,C1104564,서울특별시 영등포구 선유서로 35  (문래동6가),정민약국,02-2678-6994,1900,1900,1900,1900,1900,1600,2200.0,2200.0,830,830,830,830,830,830,830.0,830.0,72,83,126.8843932224584,37.51893909260884,2022-07-20 17:42:12.0,POINT (945599.9445005943 1946805.4674314803)
