약국명,도로명주소,자치구,행정동,심야약국,유년부양비,노년부양비,노령화지수,종합병원,병원,의원,치과병원,치과의원,한방병원,한방의원,인구밀도,한국인 0~4세,한국인 5~9세,한국인 10~14세,한국인 15~19세,한국인 20~24세,한국인 25~29세,한국인 30~34세,한국인 35~39세,한국인 40~44세,한국인 45~49세,한국인 50~54세,한국인 55~59세,한국인 60~64세,한국인 65~69세,한국인 70~74세,한국인 75~79세,한국인 80~84세,한국인 85~89세,한국인 90~94세,한국인 95~99세,한국인 100세 이상,외국인 0~4세,외국인 5~9세,외국인 10~14세,외국인 15~19세,외국인 20~24세,외국인 25~29세,외국인 30~34세,외국인 35~39세,외국인 40~44세,외국인 45~49세,외국인 50~54세,외국인 55~59세,외국인 60~64세,외국인 65~69세,외국인 70~74세,외국인 75~79세,외국인 80~84세,외국인 85~89세,외국인 90~94세,외국인 95~99세,외국인 100세 이상
진약국,서울특별시 강동구 구천면로 304 3층 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
새아름약국,서울특별시 강동구 상암로 11 101동 104호 (암사동 선사현대아파트상가),강동구,암사2동,0,17,21.6,127.3,3,14,376,3,224,6,187,13142,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
명일보룡약국,서울특별시 강동구 동남로73길 26 (명일동),강동구,명일2동,0,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
온누리삼일약국,서울특별시 강동구 구천면로42길 17 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
혜민약국,서울특별시 강동구 천중로51길 56 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
두레약국,서울특별시 강동구 고덕로83길 6 101호 (고덕동),강동구,고덕2동,0,23.3,19.1,82.1,3,14,376,3,224,6,187,11228,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
온누리모세종약국,서울특별시 강동구 고덕로83길 18 (고덕동),강동구,고덕2동,0,23.3,19.1,82.1,3,14,376,3,224,6,187,11228,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
동아약국,서울특별시 강동구 천호대로 997 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
매일약국,서울특별시 강동구 양재대로 1335 (성내동),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
덕인약국,서울특별시 강동구 구천면로 287 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
월드팜약국,서울특별시 강동구 진황도로 153 101호 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
이화약국,서울특별시 강동구 천호대로 1037 1층 2호 (천호동 세우빌딩),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동경희한약국,서울특별시 강동구 풍성로 200 (성내동),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
화인약국,서울특별시 강동구 양재대로 1579 2층 (천호동 한영빌딩),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
조이약국,서울특별시 강동구 천호대로 1006 F동 306호 (성내동 브라운스톤천호),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동보건약국,서울특별시 강동구 성내로 40 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
뉴욕온누리약국,서울특별시 강동구 양재대로 1590 1층 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
태승온누리약국,서울특별시 강동구 천호대로 1012 1층 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
고은 한약국,서울특별시 강동구 천호옛길 15 103호 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
햇살약국,서울특별시 강동구 동남로71길 32 103호 (명일동 환타지아),강동구,명일2동,0,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
스타약국,서울특별시 강동구 천호대로 1087 2층 203호 (천호동 진넥스빌Ⅲ),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동약국,서울특별시 강동구 암사길 53 (암사동),강동구,암사1동,0,12.4,23.7,191.5,3,14,376,3,224,6,187,35027,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
길동스타약국,서울특별시 강동구 양재대로 1498 1층 (길동 호석빌딩),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
하나약국,서울특별시 강동구 양재대로 1466 1층 102호 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
가까운단골약국,서울특별시 강동구 동남로 891 현대델리안오피스텔 102호 (명일동),강동구,명일2동,0,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
쌍용약국,서울특별시 강동구 천중로 216 101호 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
백제약국,서울특별시 강동구 양재대로116길 50 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
정약국,서울특별시 강동구 진황도로49길 49 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동미래약국,서울특별시 강동구 올림픽로 782 (암사동),강동구,암사1동,0,12.4,23.7,191.5,3,14,376,3,224,6,187,35027,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
동현약국,서울특별시 강동구 양재대로127길 19 (천호동),강동구,천호1동,1,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
연당약국,서울특별시 강동구 양재대로 1655 2층 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
21세기메디칼약국,서울특별시 강동구 천호대로 1199 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
기쁜샘약국,서울특별시 강동구 천호대로 1163 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
서울약국,서울특별시 강동구 진황도로 67 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
새가정약국,서울특별시 강동구 양재대로 1595 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
길성약국,서울특별시 강동구 진황도로 127 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
용성약국,서울특별시 강동구 고덕로 109 (암사동),강동구,암사3동,0,23.8,21.6,90.9,3,14,376,3,224,6,187,7339,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
동서온누리약국,서울특별시 강동구 풍성로37가길 39 101호 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
수빈온누리약국,서울특별시 강동구 풍성로 116 (성내동),강동구,성내1동,0,15.6,21.3,136.1,3,14,376,3,224,6,187,35091,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동해오름약국,서울특별시 강동구 양재대로 1589 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
천호브라운스톤약국,서울특별시 강동구 천호대로 1006 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
큰사랑약국,서울특별시 강동구 상암로 44 1층 (천호동 유정빌딩),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
건강플러스약국,서울특별시 강동구 아리수로93길 27 108호 (강일동 강일타워),강동구,강일동,0,22.3,23.5,105.7,3,14,376,3,224,6,187,12778,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
베네시티약국,서울특별시 강동구 올림픽로 664 3층 342343호 (천호동 대우한강베네시티),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
대운 한약국,서울특별시 강동구 천중로35길 67 2층 (천호동),강동구,천호1동,0,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
메디팜강일약국,서울특별시 강동구 아리수로93길 27 106호 (강일동 강일타워),강동구,강일동,0,22.3,23.5,105.7,3,14,376,3,224,6,187,12778,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
경희자연애한약국,서울특별시 강동구 양재대로81길 61 102호 (성내동 올림픽파크플러스),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
경희프라자약국,서울특별시 강동구 구천면로 245 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
메디팜문화약국,서울특별시 강동구 구천면로 200 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
월드약국,서울특별시 강동구 구천면로 229-1 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동포도약국,서울특별시 강동구 진황도로 74 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
영일약국,서울특별시 강동구 풍성로37길 39-21 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
석원약국,서울특별시 강동구 강동대로53길 94 (성내동),강동구,성내3동,0,10.9,21.9,200.6,3,14,376,3,224,6,187,33369,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
대한약국,서울특별시 강동구 천호대로 1027 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
대자연약국,서울특별시 강동구 구천면로 291 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
정언약국,서울특별시 강동구 상암로51길 46 103동 108호 (명일동 아름누리),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
7형제약국,서울특별시 강동구 진황도로 179 1층 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
우주약국,서울특별시 강동구 양재대로 1571 (천호동),강동구,천호1동,1,10.6,26.6,251,3,14,376,3,224,6,187,39077,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
여인선약국,서울특별시 강동구 천호대로170길 28 (성내동),강동구,성내2동,0,8.5,24,283.8,3,14,376,3,224,6,187,37236,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강약국,서울특별시 강동구 올림픽로80길 43 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
정다운약국,서울특별시 강동구 진황도로61길 51 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
푸른약국,서울특별시 강동구 구천면로 305 1층 (천호동),강동구,천호2동,0,9.8,23.3,238.2,3,14,376,3,224,6,187,22453,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
길약국,서울특별시 강동구 천호대로177길 10 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
양지약국,서울특별시 강동구 진황도로61길 56 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
오월애약국,서울특별시 강동구 천호대로 1107 102호 (길동 SK허브),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
길동수약국,서울특별시 강동구 천호대로 1123 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
순수 한약국,서울특별시 강동구 아리수로93길 19 임페리얼타워 202호 (강일동),강동구,강일동,0,22.3,23.5,105.7,3,14,376,3,224,6,187,12778,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
은혜온누리약국,서울특별시 강동구 구천면로 512-1 (명일동),강동구,명일2동,0,18.3,20.5,112,3,14,376,3,224,6,187,18098,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
미소진약국,서울특별시 강동구 양재대로 1661 (명일동),강동구,명일1동,0,17.7,21.7,122.2,3,14,376,3,224,6,187,43241,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
아름다운약국,서울특별시 강동구 양재대로 1488 4층 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
온누리삼선약국,서울특별시 강동구 동남로81길 50 103호 (고덕동),강동구,고덕1동,0,28.9,17.1,59.1,3,14,376,3,224,6,187,15088,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
주온누리약국,서울특별시 강동구 양재대로 1550 (길동),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
미소약국,서울특별시 강동구 구천면로 232 (천호동),강동구,천호3동,0,8.7,22.6,261,3,14,376,3,224,6,187,34285,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
조은약국,서울특별시 강동구 동남로49길 21-12 (둔촌동 시향),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
정담한약국,서울특별시 강동구 천호대로188길 13 주전빌딩 201호 (둔촌동),강동구,둔촌2동,0,14.3,22.8,159.7,3,14,376,3,224,6,187,26952,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
강동소망약국,서울특별시 강동구 천호대로 1111 1층 (길동 정우빌딩),강동구,길동,0,10.8,23.3,215.8,3,14,376,3,224,6,187,21598,14187,19193,19927,18811,25061,34281,34538,35316,39412,35583,37248,34330,37361,29718,19793,13078,8030,3807,1507,371,78,78,96,76,52,204,463,517,486,359,305,397,438,251,84,38,14,3,3,1,0,0.0
