행정시,업소명,소재지,전화번호,데이터기준일자
제주시,르네상스호텔,제주특별자치도 제주시 서사로14길 1,064-757-8091,2020-01-02
제주시,국일,제주특별자치도 제주시 서사로17길 2,064-753-5050,2020-01-02
제주시,서로,제주특별자치도 제주시 서사로17길 3,064-755-8818,2020-01-02
제주시,덕원호텔,제주특별자치도 제주시 서사로17길 4,064-755-2266,2020-01-02
제주시,쌈지모텔,제주특별자치도 제주시 서사로4길 15-1,064-726-2653,2020-01-02
제주시,오드리인,제주특별자치도 제주시 서해안로 100,064-710-8000,2020-01-02
제주시,썬비치리조트,제주특별자치도 제주시 서해안로 114,064-726-6668,2020-01-02
제주시,노벨리조트,제주특별자치도 제주시 서해안로 122,064-713-6181,2020-01-02
제주시,해든호텔,제주특별자치도 제주시 서해안로 204,064-748-8862,2020-01-02
제주시,아모렉스,제주특별자치도 제주시 서해안로 216,064-711-0125,2020-01-02
제주시,제이바다호텔,제주특별자치도 제주시 서해안로 258,064-744-5672,2020-01-02
제주시,미라클호텔,제주특별자치도 제주시 서해안로 346-14,064-744-8962,2020-01-02
제주시,씨엘블루호텔,제주특별자치도 제주시 서해안로 368-3,064-727-9995,2020-01-02
제주시,(주)호텔알리앙스,제주특별자치도 제주시 서해안로 380,064-712-3200,2020-01-02
제주시,호텔몽듀,제주특별자치도 제주시 서해안로 382,064-712-8811,2020-01-02
제주시,로긴리조트,제주특별자치도 제주시 서해안로 442-11,064-723-3333,2020-01-02
제주시,로긴호텔,제주특별자치도 제주시 서해안로 442-9,064-712-2377,2020-01-02
제주시,제주펜션오다,제주특별자치도 제주시 서해안로 452,064-712-2005,2020-01-02
제주시,에덴,제주특별자치도 제주시 서해안로 456-12,064-749-0006,2020-01-02
제주시,삼다호스텔,제주특별자치도 제주시 서해안로 456-6,064-745-4456,2020-01-02
제주시,더비치 호스텔,제주특별자치도 제주시 서해안로 486-4,064-711-8831,2020-01-02
제주시,해 호텔,제주특별자치도 제주시 서해안로 526,064-742-5356,2020-01-02
제주시,그림리조트,제주특별자치도 제주시 서해안로 620-1,064-742-2080,2020-01-02
제주시,비스타리조트,제주특별자치도 제주시 서해안로 74,064-713-6631,2020-01-02
제주시,스완지,제주특별자치도 제주시 서해안로 84,064-744-6700,2020-01-02
제주시,호텔난타,제주특별자치도 제주시 선돌목동길 56-26,064-727-0603,2020-01-02
제주시,한라산콘도미니엄,제주특별자치도 제주시 선돌목동길 56-46,064-754-5614,2020-01-02
제주시,블랙샌즈호텔,제주특별자치도 제주시 선사로 8,064-740-0888,2020-01-02
제주시,노형호텔,제주특별자치도 제주시 수덕1길 7,064-747-2263,2020-01-02
제주시,도일,제주특별자치도 제주시 신광로 102,064-742-6947,2020-01-02
제주시,너븐팡 게스트하우스,제주특별자치도 제주시 신광로 102-1,064-742-0020,2020-01-02
제주시,잠자리호텔,제주특별자치도 제주시 신광로 104,064-748-8806,2020-01-02
제주시,스카이리더스호텔,제주특별자치도 제주시 신광로 106,064-747-0003,2020-01-02
제주시,에코유니,제주특별자치도 제주시 신광로 12,,2020-01-02
제주시,에코드파리,제주특별자치도 제주시 신광로 16,064-744-0967,2020-01-02
제주시,세종호텔,제주특별자치도 제주시 신광로 74,064-746-6151,2020-01-02
제주시,탐라지오,제주특별자치도 제주시 신광로 79,064-712-0117,2020-01-02
제주시,샤인모텔,제주특별자치도 제주시 신광로 80,064-749-2222,2020-01-02
제주시,썬랜드호텔,제주특별자치도 제주시 신광로 92,064-744-1601,2020-01-02
제주시,라움호텔,제주특별자치도 제주시 신광로10길 1,064-747-3399,2020-01-02
제주시,재도,제주특별자치도 제주시 신광로1길 38,064-746-4070,2020-01-02
제주시,하하,제주특별자치도 제주시 신광로4길 10,064-746-0500,2020-01-02
제주시,하얀성,제주특별자치도 제주시 신광로4길 14,064-748-3755,2020-01-02
제주시,엠제이호텔,제주특별자치도 제주시 신광로4길 16,064-713-8900,2020-01-02
제주시,아이존호텔,제주특별자치도 제주시 신광로4길 18,064-747-9958,2020-01-02
제주시,에코티엘,제주특별자치도 제주시 신광로4길 24,,2020-01-02
제주시,에코힐튼,제주특별자치도 제주시 신광로4길 28,,2020-01-02
제주시,더오크라,제주특별자치도 제주시 신광로4길 38,064-748-2280,2020-01-02
제주시,초콜릿,제주특별자치도 제주시 신광로4길 8,064-744-1090,2020-01-02
제주시,제주코아호텔,제주특별자치도 제주시 신대로 148,064-744-6600,2020-01-02
제주시,아라장,제주특별자치도 제주시 신대로 149,,2020-01-02
제주시,씨티호텔,제주특별자치도 제주시 신대로 170,064-749-1851,2020-01-02
제주시,제주마리나,제주특별자치도 제주시 신대로 45,064-746-6161,2020-01-02
제주시,제주미주호텔,제주특별자치도 제주시 신대로 60,064-746-4141,2020-01-02
제주시,현대,제주특별자치도 제주시 신대로 68,064-742-2714,2020-01-02
제주시,갤러리호텔비,제주특별자치도 제주시 신대로12길 16,064-747-6565,2020-01-02
제주시,뉴신라,제주특별자치도 제주시 신대로12길 40,064-712-9930,2020-01-02
제주시,다이아몬드호텔,제주특별자치도 제주시 신대로12길 42,064-742-7744,2020-01-02
제주시,유한회사 형석로얄,제주특별자치도 제주시 신대로12길 45,064-743-2222,2020-01-02
제주시,애니,제주특별자치도 제주시 신대로18길 50,064-743-8536,2020-01-02
제주시,잠,제주특별자치도 제주시 신대로18길 52,064-742-6022,2020-01-02
제주시,아트,제주특별자치도 제주시 신대로20길 48,064-742-8840,2020-01-02
제주시,펄호텔제주,제주특별자치도 제주시 신대로20길 49,064-742-8871,2020-01-02
제주시,아이진호텔,제주특별자치도 제주시 신대로22길 4,064-745-0700,2020-01-02
제주시,평화,제주특별자치도 제주시 신대로7길 1,064-746-0528,2020-01-02
제주시,뉴해안풍경,제주특별자치도 제주시 신사수2길 8-2,064-742-0133,2020-01-02
제주시,쌍송,제주특별자치도 제주시 신산로 19,064-752-0062,2020-01-02
제주시,더하우스,제주특별자치도 제주시 신산로 69,064-758-5384,2020-01-02
제주시,대아,제주특별자치도 제주시 신산로 77,064-757-2283,2020-01-02
제주시,알프스호텔,제주특별자치도 제주시 신산로 79,064-752-9901,2020-01-02
제주시,동남아,제주특별자치도 제주시 신산로 93-2,064-752-1775,2020-01-02
제주시,제주인,제주특별자치도 제주시 신산마을길 20,064-754-1110,2020-01-02
제주시,줄리아나모텔,제주특별자치도 제주시 신성로13길 25-1,064-727-7373,2020-01-02
제주시,힐스테이,제주특별자치도 제주시 아란8길 5-1,064-759-7008,2020-01-02
제주시,아란스테이,제주특별자치도 제주시 아란9길 6-4,,2020-01-02
제주시,테라스힐,제주특별자치도 제주시 아봉로 346,,2020-01-02
제주시,레몬트리,제주특별자치도 제주시 애월읍 가문동길 4,064-713-9092,2020-01-02
제주시,모텔아시아,제주특별자치도 제주시 애월읍 가문동길 79,064-713-6568,2020-01-02
제주시,제주리조트,제주특별자치도 제주시 애월읍 가문동상4길 11,064-745-5533,2020-01-02
제주시,샐리스제주호텔,제주특별자치도 제주시 애월읍 고내로 46,064-801-0025,2020-01-02
제주시,리치호텔,제주특별자치도 제주시 애월읍 고내로13길 100,064-799-1991,2020-01-02
제주시,뉴오션리조트,제주특별자치도 제주시 애월읍 고내로13길 59,064-799-0797,2020-01-02
제주시,마녀가탄빗자루,제주특별자치도 제주시 애월읍 고내로13길 73,064-799-7749,2020-01-02
제주시,빌레리조트,제주특별자치도 제주시 애월읍 고내로13길 79,064-799-2002,2020-01-02
제주시,끌림삼육오,제주특별자치도 제주시 애월읍 고내로13길 83,064-799-2010,2020-01-02
제주시,헤브론힐 리조트,제주특별자치도 제주시 애월읍 고성남서길 76,064-742-0090,2020-01-02
제주시,위드유,제주특별자치도 제주시 애월읍 곽납로 38,,2020-01-02
제주시,(주)호텔알리앙스,제주특별자치도 제주시 애월읍 곽지1길 23,064-799-2345,2020-01-02
제주시,제주애월리조트,제주특별자치도 제주시 애월읍 광령평화2길 116-20,064-711-1838,2020-01-02
제주시,제주애월리조트투,제주특별자치도 제주시 애월읍 광령평화2길 116-20,064-746-8005,2020-01-02
제주시,쌩텀펜션원,제주특별자치도 제주시 애월읍 광령평화2길 116-31,,2020-01-02
제주시,쌩텀펜션,제주특별자치도 제주시 애월읍 광령평화2길 116-33,,2020-01-02
제주시,올레해오름,제주특별자치도 제주시 애월읍 광령평화2길 142-19,064-745-5544,2020-01-02
제주시,유티에스골프빌리지,제주특별자치도 제주시 애월읍 광령평화2길 170-2,064-799-0794,2020-01-02
제주시,금성당,제주특별자치도 제주시 애월읍 광령평화2길 17-3,064-748-7942,2020-01-02
제주시,엑스오드라이브인호텔,제주특별자치도 제주시 애월읍 광령평화2길 35,064-713-3336,2020-01-02
제주시,모이라호텔,제주특별자치도 제주시 애월읍 광령평화8길 20,064-745-5560,2020-01-02
제주시,선타운,제주특별자치도 제주시 애월읍 광령평화8길 47-7,064-747-1135,2020-01-02
제주시,해밀,제주특별자치도 제주시 애월읍 광상로 272,064-799-3033,2020-01-02
제주시,깡통텔,제주특별자치도 제주시 애월읍 광상로 49-1,064-722-2323,2020-01-02
제주시,정담하우스,제주특별자치도 제주시 애월읍 금성1길 29-1,,2020-01-02
제주시,예예통나무펜션,제주특별자치도 제주시 애월읍 도치돌길 279-1,,2020-01-02
제주시,킹스통나무,제주특별자치도 제주시 애월읍 도치돌길 283,070-4144-3322,2020-01-02
제주시,통나무파크,제주특별자치도 제주시 애월읍 도치돌길 293,064-799-6909,2020-01-02
제주시,로하스통나무집,제주특별자치도 제주시 애월읍 봉매동산길 153-20,064-794-1515,2020-01-02
제주시,밀레니엄호텔,제주특별자치도 제주시 애월읍 부룡수길 13,064-799-8060,2020-01-02
제주시,(주)호텔앤리조트 올레리조트,제주특별자치도 제주시 애월읍 부룡수길 33,064-799-7770,2020-01-02
제주시,카프리애월,제주특별자치도 제주시 애월읍 부룡수길 35-12,064-799-6001,2020-01-02
제주시,수앤수리조트,제주특별자치도 제주시 애월읍 부룡수길 60,064-799-7090,2020-01-02
제주시,퀸스호텔,제주특별자치도 제주시 애월읍 사라길 169,064-748-8857,2020-01-02
제주시,무인텔 포유,제주특별자치도 제주시 애월읍 상가목장길 12,064-799-5001,2020-01-02
제주시,노꼬메리조트,제주특별자치도 제주시 애월읍 상가목장길 84,064-757-2466,2020-01-02
제주시,제주야스라기,제주특별자치도 제주시 애월읍 상귀서길 82-34,1661-3949,2020-01-02
제주시,통나무밸리,제주특별자치도 제주시 애월읍 소길남길 177,064-799-0110,2020-01-02
제주시,로그밸리,제주특별자치도 제주시 애월읍 소길남길 190-19,064-799-0140,2020-01-02
제주시,멍멍플레이스펜션,제주특별자치도 제주시 애월읍 소길남길 244-5,064-799-4665,2020-01-02
제주시,제주엠,제주특별자치도 제주시 애월읍 신상로 196,064-799-0505,2020-01-02
제주시,레드클레이호스텔,제주특별자치도 제주시 애월읍 신상로 266,064-749-5100,2020-01-02
제주시,조이황토리조트,제주특별자치도 제주시 애월읍 신상로 268,064-743-8114,2020-01-02
제주시,애월애 휴양펜션,제주특별자치도 제주시 애월읍 신엄1길 12,064-799-0306,2020-01-02
제주시,꿈의바다,제주특별자치도 제주시 애월읍 신엄9길 65-11,064-713-2886,2020-01-02
제주시,아마스빌,제주특별자치도 제주시 애월읍 신엄안3길 101,064-799-7300,2020-01-02
제주시,마레보 가족호텔,제주특별자치도 제주시 애월읍 신엄안3길 135,064-799-2090,2020-01-02
제주시,머무른채,제주특별자치도 제주시 애월읍 애상로 89,,2020-01-02
제주시,제주조이랜드,제주특별자치도 제주시 애월읍 애원로 116-5,064-727-0691,2020-01-02
제주시,나디아호스텔,제주특별자치도 제주시 애월읍 애원로 74,064-747-8933,2020-01-02
제주시,스테이헤이븐,제주특별자치도 제주시 애월읍 애월로 11,064-800-3320,2020-01-02
제주시,지금이순간,제주특별자치도 제주시 애월읍 애월로 15-1,064-799-1802,2020-01-02
제주시,파란노을 제주애월,제주특별자치도 제주시 애월읍 애월로 37,064-799-6061,2020-01-02
제주시,제주토비스콘도,제주특별자치도 제주시 애월읍 애월로1길 8,064-799-4400,2020-01-02
제주시,제주토비스콘도,제주특별자치도 제주시 애월읍 애월로1길 8,064-799-9905,2020-01-02
제주시,솔트,제주특별자치도 제주시 애월읍 애월해안로 226,,2020-01-02
제주시,씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,064-799-7757,2020-01-02
제주시,다인오세아노호텔,제주특별자치도 제주시 애월읍 애월해안로 394,,2020-01-02
제주시,(주)다인리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9,064-799-2600,2020-01-02
제주시,(주)다인리조트투(2차),제주특별자치도 제주시 애월읍 애월해안로 400-9,064-799-2600,2020-01-02
제주시,루스톤빌라앤호텔,제주특별자치도 제주시 애월읍 애월해안로 406,064-799-1671,2020-01-02
제주시,루스톤호텔,제주특별자치도 제주시 애월읍 애월해안로 408,064-799-1671,2020-01-02
제주시,씨앤힐 스파팬션,제주특별자치도 제주시 애월읍 애월해안로 412,064-747-7007,2020-01-02
제주시,에스엠하이플러스(주),제주특별자치도 제주시 애월읍 애월해안로 516-7,064-799-4001,2020-01-02
제주시,애월바다호텔제주,제주특별자치도 제주시 애월읍 애월해안로 554-10,064-799-9981,2020-01-02
제주시,(주)베니키아호텔제주,제주특별자치도 제주시 애월읍 애월해안로 554-6,064-799-3544,2020-01-02
제주시,윈드힐호스텔,제주특별자치도 제주시 애월읍 애월해안로 554-8,064-799-3344,2020-01-02
제주시,유니호텔,제주특별자치도 제주시 애월읍 애월해안로 656,064-741-5000,2020-01-02
제주시,제주동양콘도미니엄,제주특별자치도 제주시 애월읍 애월해안로 708,064-713-5100,2020-01-02
제주시,탐라스테이 제주,제주특별자치도 제주시 애월읍 애월해안로 881,064-742-8848,2020-01-02
제주시,나비스호스텔,제주특별자치도 제주시 애월읍 애월해안로 885,064-712-5200,2020-01-02
제주시,제주프레임호스텔,제주특별자치도 제주시 애월읍 애월해안로 907,064-748-4000,2020-01-02
제주시,우림호텔,제주특별자치도 제주시 애월읍 애월해안로 917,064-749-2777,2020-01-02
제주시,시드니호텔,제주특별자치도 제주시 애월읍 애월해안로 943,064-713-6688,2020-01-02
제주시,시드니투,제주특별자치도 제주시 애월읍 애월해안로 945,064-713-3399,2020-01-02
제주시,홍스랜드,제주특별자치도 제주시 애월읍 어음13길 25-45,,2020-01-02
제주시,제주무이,제주특별자치도 제주시 애월읍 엄수로 148,064-711-9651,2020-01-02
제주시,제주시간여행 휴양펜션,제주특별자치도 제주시 애월읍 엄장로 17-6,064-799-4900,2020-01-02
제주시,폴라리스,제주특별자치도 제주시 애월읍 유수암동3길 45,064-799-9800,2020-01-02
제주시,베누스,제주특별자치도 제주시 애월읍 유수암평화5길 92,064-799-8289,2020-01-02
제주시,엘쯔,제주특별자치도 제주시 애월읍 유수암평화길 136,064-747-9300,2020-01-02
제주시,일루아,제주특별자치도 제주시 애월읍 유수암평화길 180,,2020-01-02
제주시,해모루,제주특별자치도 제주시 애월읍 유수암평화길 227,064-799-2119,2020-01-02
제주시,애월더선셋리조트,제주특별자치도 제주시 애월읍 일주서로 6111,064-799-5943,2020-01-02
제주시,흰수염고래리조트,제주특별자치도 제주시 애월읍 일주서로 6818,064-747-5553,2020-01-02
제주시,더스테이센추리호텔,제주특별자치도 제주시 애월읍 일주서로 7113,,2020-01-02
제주시,제주29 에이,제주특별자치도 제주시 애월읍 중산간서로 5405,064-799-2225,2020-01-02
제주시,제주29 비,제주특별자치도 제주시 애월읍 중산간서로 5407,,2020-01-02
제주시,제주29 씨,제주특별자치도 제주시 애월읍 중산간서로 5411,064-799-2225,2020-01-02
제주시,코쿤애월,제주특별자치도 제주시 애월읍 중엄3길 50,064-712-2266,2020-01-02
제주시,제주드림랜드,제주특별자치도 제주시 애월읍 평화로 1529,064-792-6100,2020-01-02
제주시,신안관광개발(주)에버리스골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,064-795-5000,2020-01-02
제주시,엘스위트휴양콘도미니엄,제주특별자치도 제주시 애월읍 평화로 1738-116,064-798-7000,2020-01-02
제주시,이그니스,제주특별자치도 제주시 애월읍 평화로 2496,064-799-2300,2020-01-02
제주시,쇼모텔,제주특별자치도 제주시 애월읍 평화로 2500,064-799-5282,2020-01-02
제주시,휴,제주특별자치도 제주시 애월읍 평화로 2519,064-805-9988,2020-01-02
제주시,퀸,제주특별자치도 제주시 애월읍 평화로 2540,064-799-5800,2020-01-02
제주시,헤라,제주특별자치도 제주시 애월읍 평화로 2820-67,064-749-3840,2020-01-02
제주시,엘리시움,제주특별자치도 제주시 애월읍 평화로 2837,,2020-01-02
제주시,더자라,제주특별자치도 제주시 애월읍 평화로 2839,064-749-0012,2020-01-02
제주시,뷰,제주특별자치도 제주시 애월읍 평화로 2841,,2020-01-02
제주시,광령호텔,제주특별자치도 제주시 애월읍 하광로 289,064-745-5576,2020-01-02
제주시,나인스파빌,제주특별자치도 제주시 애월읍 하광로 518,064-727-1000,2020-01-02
제주시,나인스파빌비,제주특별자치도 제주시 애월읍 하광로 518-1,,2020-01-02
제주시,한울모텔,제주특별자치도 제주시 애월읍 하광로 540-10,064-711-5111,2020-01-02
제주시,한울모텔 2(투),제주특별자치도 제주시 애월읍 하광로 540-12,064-711-5111,2020-01-02
제주시,스타하우스,제주특별자치도 제주시 애월읍 하광로 540-66,064-747-1505,2020-01-02
제주시,제주조이,제주특별자치도 제주시 애월읍 하소로 503-3,064-712-0691,2020-01-02
제주시,애월힐,제주특별자치도 제주시 애월읍 하소로 507,064-799-7796,2020-01-02
제주시,애월파라다이스리조트,제주특별자치도 제주시 애월읍 하소로 557-9,064-799-8202,2020-01-02
제주시,대성휴양빌리지,제주특별자치도 제주시 애월읍 하소로 684-45,064-799-7171,2020-01-02
제주시,바이더힐,제주특별자치도 제주시 애월읍 항파두리로 148,064-799-1113,2020-01-02
제주시,(주)타미우스골프앤빌리지,제주특별자치도 제주시 애월읍 화전길 201,064-793-0707,2020-01-02
제주시,용두암캐빈,제주특별자치도 제주시 어영길 32,064-712-2550,2020-01-02
제주시,한림,제주특별자치도 제주시 연동10길 20,064-746-6682,2020-01-02
제주시,호텔앨리스앤트렁크,제주특별자치도 제주시 연동12길 4,,2020-01-02
제주시,스마일모텔,제주특별자치도 제주시 연동13길 42,064-743-6677,2020-01-02
제주시,국제호텔,제주특별자치도 제주시 연동1길 8,064-748-4988,2020-01-02
제주시,케이관광호텔,제주특별자치도 제주시 연동3길 10,064-743-2123,2020-01-02
제주시,뉴아일랜드관광호텔,제주특별자치도 제주시 연동6길 17,064-712-1300,2020-01-02
제주시,라자,제주특별자치도 제주시 연동6길 33,064-745-8100,2020-01-02
제주시,가이아 호텔,제주특별자치도 제주시 연동7길 4,064-742-6110,2020-01-02
제주시,뜨레비호텔,제주특별자치도 제주시 연동7길 8,064-713-5011,2020-01-02
제주시,노블레스호텔,제주특별자치도 제주시 연동8길 31,064-748-1500,2020-01-02
제주시,백호모텔,제주특별자치도 제주시 연동9길 3,064-742-1775,2020-01-02
제주시,(유)U-호텔,제주특별자치도 제주시 연동9길 38,064-746-8333,2020-01-02
제주시,오라,제주특별자치도 제주시 연북로 217,064-713-6260,2020-01-02
제주시,스테이앤,제주특별자치도 제주시 연삼로 26-6,,2020-01-02
제주시,열안지 하우스,제주특별자치도 제주시 오라남로 265,,2020-01-02
제주시,에메랄드호텔에이스,제주특별자치도 제주시 오복5길 4,064-725-2400,2020-01-02
제주시,에스호텔(주),제주특별자치도 제주시 오일장중길 26,064-749-9928,2020-01-02
제주시,미림,제주특별자치도 제주시 오현길 10,064-757-2700,2020-01-02
제주시,향림,제주특별자치도 제주시 오현길 78-9,064-758-7161,2020-01-02
제주시,비지터,제주특별자치도 제주시 오현길 85,064-755-4860,2020-01-02
제주시,탑아일랜드,제주특별자치도 제주시 용남1길 47,064-753-1060,2020-01-02
제주시,신라,제주특별자치도 제주시 용담로 114-1,064-753-3310,2020-01-02
제주시,정안호스텔,제주특별자치도 제주시 용문로 166,064-900-5095,2020-01-02
제주시,우도봉,제주특별자치도 제주시 우도면 영일길 156-32,064-751-4988,2020-01-02
제주시,해별빌리지,제주특별자치도 제주시 우도면 우도해안길 104,,2020-01-02
제주시,검멀레리조트,제주특별자치도 제주시 우도면 우도해안길 1128,064-784-8382,2020-01-02
제주시,산호펜션,제주특별자치도 제주시 우도면 우도해안길 272,064-784-2355,2020-01-02
제주시,그린제주우도휴양펜션,제주특별자치도 제주시 우도면 우도해안길 290,064-782-7588,2020-01-02
제주시,썸머뷰펜션,제주특별자치도 제주시 우도면 우도해안길 378,064-783-5210,2020-01-02
제주시,우도랜드,제주특별자치도 제주시 우도면 조일길 123-15,064-784-9573,2020-01-02
제주시,우도고래펜션,제주특별자치도 제주시 우도면 하고수길 64,,2020-01-02
제주시,청안,제주특별자치도 제주시 원노형2길 19-2,,2020-01-02
제주시,모닝캄,제주특별자치도 제주시 원노형2길 21,064-746-0005,2020-01-02
제주시,에코제니,제주특별자치도 제주시 원노형2길 29-2,064-749-0967,2020-01-02
제주시,에코지엘,제주특별자치도 제주시 원노형2길 29-5,064-746-0965,2020-01-02
제주시,에코리사,제주특별자치도 제주시 원노형2길 34,064-745-5588,2020-01-02
제주시,포시즌호텔,제주특별자치도 제주시 원노형3길 19,064-900-5453,2020-01-02
제주시,위너스,제주특별자치도 제주시 원노형3길 29,064-742-8777,2020-01-02
제주시,에코아바,제주특별자치도 제주시 원노형3길 40,,2020-01-02
제주시,제주메이플호텔,제주특별자치도 제주시 원노형3길 41,064-745-6776,2020-01-02
제주시,올리브호텔,제주특별자치도 제주시 원노형3길 5,064-743-5777,2020-01-02
제주시,에코미르,제주특별자치도 제주시 원노형4길 1,064-747-0967,2020-01-02
제주시,늘송파크텔,제주특별자치도 제주시 원노형5길 22,064-749-3303,2020-01-02
제주시,사쿠라모텔,제주특별자치도 제주시 원노형6길 18,064-711-2368,2020-01-02
제주시,뉴제주호텔,제주특별자치도 제주시 원노형6길 2,064-743-7001,2020-01-02
제주시,노형해든빌타워,제주특별자치도 제주시 원노형6길 22,064-712-5081,2020-01-02
제주시,에코세븐,제주특별자치도 제주시 원노형6길 28,,2020-01-02
제주시,호텔베니스,제주특별자치도 제주시 원노형6길 3-3,064-744-1234,2020-01-02
제주시,에코드반트,제주특별자치도 제주시 원노형남1길 12,064-745-5588,2020-01-02
제주시,에코세잔,제주특별자치도 제주시 원노형남1길 4,064-745-5588,2020-01-02
제주시,자유모텔,제주특별자치도 제주시 월랑로2길 16,064-744-5757,2020-01-02
제주시,제주노블레스관광호텔,제주특별자치도 제주시 월성로4길 19,064-748-7161,2020-01-02
제주시,레브호텔제주,제주특별자치도 제주시 은남1길 15,064-745-8228,2020-01-02
제주시,제니아관광호텔,제주특별자치도 제주시 은남1길 25,064-797-9000,2020-01-02
제주시,피카소,제주특별자치도 제주시 은남1길 27,064-745-3318,2020-01-02
제주시,피닉스,제주특별자치도 제주시 은남1길 28,064-742-3488,2020-01-02
제주시,이채,제주특별자치도 제주시 은남1길 3,064-749-2700,2020-01-02
제주시,동원호텔,제주특별자치도 제주시 은남1길 30,064-742-8900,2020-01-02
제주시,상하이 호텔,제주특별자치도 제주시 은남1길 32,064-742-1488,2020-01-02
제주시,리베로제주사랑호텔,제주특별자치도 제주시 은남1길 34,,2020-01-02
제주시,호텔엘린,제주특별자치도 제주시 은남1길 4,064-743-5600,2020-01-02
제주시,플로라제주 제이드림호텔,제주특별자치도 제주시 은남1길 40,064-711-0062,2020-01-02
제주시,하이레지던스주식회사,제주특별자치도 제주시 은남1길 46,064-743-1300,2020-01-02
제주시,에이티눈,제주특별자치도 제주시 은남1길 8,064-749-2500,2020-01-02
제주시,바오젠,제주특별자치도 제주시 은남2길 41,,2020-01-02
제주시,허브모텔,제주특별자치도 제주시 은남2길 43,064-711-7779,2020-01-02
제주시,에코라엘,제주특별자치도 제주시 은남3길 44,,2020-01-02
제주시,힐파크모텔,제주특별자치도 제주시 은남3길 46,064-711-8047,2020-01-02
제주시,샾,제주특별자치도 제주시 은남4길 33,064-747-2300,2020-01-02
제주시,메이저투(Ⅱ)호스텔,제주특별자치도 제주시 은남4길 40,064-742-6889,2020-01-02
제주시,호텔더블유,제주특별자치도 제주시 은남4길 42,064-752-7000,2020-01-02
제주시,프린스,제주특별자치도 제주시 은남4길 46,064-742-5594,2020-01-02
제주시,해피모텔,제주특별자치도 제주시 은남4길 9,064-749-1180,2020-01-02
제주시,신제주모텔,제주특별자치도 제주시 은남길 29,064-747-0335,2020-01-02
제주시,뉴코리아,제주특별자치도 제주시 은남길 37,064-744-4333,2020-01-02
제주시,그라벨호텔제주,제주특별자치도 제주시 일주서로 7316,064-740-8010,2020-01-02
제주시,해미안,제주특별자치도 제주시 일주서로 7353,064-713-2001,2020-01-02
제주시,씨앤,제주특별자치도 제주시 일주서로 7490,064-711-7400,2020-01-02
제주시,오션패밀리호텔,제주특별자치도 제주시 일주서로 7531,064-712-3900,2020-01-02
제주시,사모아,제주특별자치도 제주시 임항로 16,064-758-4900,2020-01-02
제주시,호텔더블류탑동점,제주특별자치도 제주시 임항로 24,064-757-0315,2020-01-02
제주시,심스호텔,제주특별자치도 제주시 임항로 249,064-750-8988,2020-01-02
제주시,하버,제주특별자치도 제주시 임항로 260,064-754-6000,2020-01-02
제주시,체크인,제주특별자치도 제주시 임항로 28,064-725-4063,2020-01-02
제주시,친절,제주특별자치도 제주시 임항로 74-1,064-755-5132,2020-01-02
제주시,더엠호텔,제주특별자치도 제주시 전농로 59,064-755-5667,2020-01-02
제주시,백조,제주특별자치도 제주시 전농로7길 43,064-753-7900,2020-01-02
제주시,서울,제주특별자치도 제주시 전농로7길 44-1,064-753-5516,2020-01-02
제주시,모나코호텔,제주특별자치도 제주시 제원1길 1,064-746-6800,2020-01-02
제주시,우리,제주특별자치도 제주시 제원1길 13,064-742-5526,2020-01-02
제주시,뮤즈모텔,제주특별자치도 제주시 제원1길 15,064-746-6344,2020-01-02
제주시,씨스카이 게스트하우스,제주특별자치도 제주시 제원1길 18,064-742-4118,2020-01-02
제주시,귀빈,제주특별자치도 제주시 제원1길 20,064-742-6682,2020-01-02
제주시,청심,제주특별자치도 제주시 제원1길 22,064-742-5131,2020-01-02
제주시,스테이앤2,제주특별자치도 제주시 제원1길 24,,2020-01-02
제주시,라벤다,제주특별자치도 제주시 제원1길 30,064-744-4728,2020-01-02
제주시,만년,제주특별자치도 제주시 제원1길 32,064-742-5226,2020-01-02
제주시,블루아일랜드,제주특별자치도 제주시 제원1길 5,064-712-1190,2020-01-02
제주시,금호훼밀리호텔,제주특별자치도 제주시 제원1길 9,,2020-01-02
제주시,아람,제주특별자치도 제주시 제원4길 23,064-748-0073,2020-01-02
제주시,에코퓨리,제주특별자치도 제주시 제원길 17,064-745-5588,2020-01-02
제주시,산지물호텔,제주특별자치도 제주시 제원길 37,064-748-2105,2020-01-02
제주시,아리랑,제주특별자치도 제주시 제원길 39,064-742-1191,2020-01-02
제주시,해피데이,제주특별자치도 제주시 제원길 43,064-748-1180,2020-01-02
제주시,아르떼스파앤풀빌라,제주특별자치도 제주시 조천읍 곱은달남길 214,,2020-01-02
제주시,풀빌라소랑,제주특별자치도 제주시 조천읍 곱은달남길 216,,2020-01-02
제주시,제주팜파스리조트,제주특별자치도 제주시 조천읍 교래1길 41-12,064-782-2421,2020-01-02
제주시,샘터휴양펜션,제주특별자치도 제주시 조천읍 교래1길 45-3,064-782-0349,2020-01-02
제주시,더올레,제주특별자치도 제주시 조천읍 교래4길 74,070-4548-4242,2020-01-02
제주시,더갤러리,제주특별자치도 제주시 조천읍 남조로 1717-24,064-784-4284,2020-01-02
