"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1102205","서울특별시 중랑구 망우로 412 4층 (망우동 기성빌딩)","한우리약국","02-495-1357","1830","1830","1830","1830","1830","1500","1400","1900","0900","0900","0900","0900","0900","0900","0900","0800","021","64","127.09789324558592","37.59910056291455","2022-07-20 17:42:15.0"
"C1100229","서울특별시 강서구 까치산로 151 104호 (화곡동)","한우리약국","02-2699-0456","2100","2100","2100","2100","2100","1900","1400","1900","0900","0900","0900","0900","0900","0900","0900","0800","076","57","126.8521060727565","37.550955246328804","2022-07-20 17:42:15.0"
"C1100173","서울특별시 강동구 진황도로61길 25","한우리유공약국","02-473-6262","1830","1830","1830","1830","1830","1900","1400","1900","0840","0840","0840","0840","0840","0900","0900","0800","053","67","127.14477897396318","37.5290048326313","2022-07-20 17:42:15.0"
"C1102206","서울특별시 금천구 독산로 133 1층 (시흥동)","한울약국","02-809-3323","1900","1900","1900","1900","1900","1600","1400","1900","0830","0830","0830","0830","0830","0830","0900","0800","086","22","126.90490379231747","37.45920346452307","2022-07-20 17:42:15.0"
"C1107613","서울특별시 서초구 사평대로57길 57","한울약국","02-517-2886","1800","1900","1900","1900","1900","1600","1400","1900","0900","0830","0830","0830","0830","0830","0900","0800","065","36","127.0222716165","37.5067615379","2022-07-20 17:42:15.0"
"C1106990","서울특별시 양천구 오목로 299","한울약국","02-2651-8647","2130","2130","2130","2130","2130","1500","1300","1900","0900","0900","0900","0900","0900","0900","0900","0800","080","01","126.87127089703827","37.52585561004473","2022-07-20 17:42:15.0"
"C1109008","서울특별시 관악구 난곡로 50 자연빌딩 1층 (신림동)","한울약국","02-857-7755","1830","1830","1830","1830","1830","1330","1300","1900","0830","0830","0830","0830","0830","0900","0900","0800","088","61","126.920180427488","37.4604788982933","2022-07-20 17:42:15.0"
"C1100174","서울특별시 마포구 백범로 96 (대흥동)","한유약국","02-716-8330","1930","1930","1930","1930","1930","1530","1300","1900","0900","0900","0900","0900","0900","0900","0900","0800","041","49","126.94204772766722","37.54764048458302","2022-07-20 17:42:15.0"
"C1100175","서울특별시 동대문구 한천로 89 (답십리동)","한유약국","02-2213-3831","2000","2000","2000","2000","2000","2000","1900","1900","0830","0830","0830","0830","0830","0830","1300","0800","026","10","127.06392751988778","37.56945404916796","2022-07-20 17:42:15.0"
"C1102207","서울특별시 중구 서소문로 109","한일약국","02-753-9779","2000","2000","2000","2000","2000","1300","1900","1900","0800","0800","0800","0800","0800","0800","1300","0800","045","15","126.97325278838767","37.56304851651894","2022-07-20 17:42:15.0"
"C1100180","서울특별시 서초구 법원로 15","한일약국","02-536-9303","1800","1800","1800","1800","1800","1300","1900","1900","0900","0900","0900","0900","0900","0800","1300","0800","065","95","127.00999807349157","37.49414353789121","2022-07-20 17:42:15.0"
"C1107690","서울특별시 관악구 보라매로 12 2층 (봉천동 관악농협)","한일약국","02-889-8517","1830","1830","1830","1830","1830","1500","1900","1900","0830","0830","0830","0830","0830","0830","1300","0800","087","22","126.9277855988","37.490498225","2022-07-20 17:42:15.0"
"C1109021","서울특별시 금천구 독산로 136 103호 (시흥동)","한중약국","02-804-6985","2000","2000","2000","2000","2000","1600","1900","1900","0830","0830","0830","0830","0830","0830","1300","0800","085","68","126.905231291478","37.4595006193821","2022-07-20 17:42:15.0"
"C1108474","서울특별시 구로구 구로동로 8  (가리봉동)","한중약국","02-863-8575","2130","2130","2130","2130","2130","2130","2130","1900","1000","1000","1000","1000","1000","1000","1000","0800","083","86","126.88732128321965","37.482440384839826","2022-07-20 17:42:15.0"
"C1107058","서울특별시 영등포구 도림로 144 88월드타워 104호 (대림동)","한중약국","02-849-5400","2200","2200","2200","2200","2200","2200","2200","2100","0800","0800","0800","0800","0800","0800","0800","0800","074","17","126.8983409573","37.4903828531","2022-07-20 17:42:15.0"
"C1100196","서울특별시 중구 서소문로 128 (서소문동)","한중약국","02-752-2326","2100","2100","2100","2100","2100","1830","2200","2100","0730","0730","0730","0730","0730","0930","0800","0800","045","14","126.97537086397837","37.563387164427695","2022-07-20 17:42:15.0"
"C1103964","서울특별시 성동구 행당로 82","한진약국","02-3395-5368","1900","1900","1900","1900","1900","1700","2200","2100","0900","0900","0900","0900","0900","0900","0800","0800","047","17","127.02876945132563","37.55666974861855","2022-07-20 17:42:15.0"
"C1104191","서울특별시 강서구 우현로 26","한진약국","02-2605-6916","2030","2030","2030","2030","2030","1930","2200","2100","0900","0900","0900","0900","0900","1000","0800","0800","076","90","126.84331848658655","37.547675947245324","2022-07-20 17:42:15.0"
"C1100198","서울특별시 강남구 선릉로 225 지하1층 133호 (도곡동도곡렉슬상가)","한티약국","02-574-2575","2100","2100","2100","2100","2100","1930","2200","2100","0900","0900","0900","0900","0900","0900","0800","0800","062","76","127.05282542838968","37.495349589658225","2022-07-20 17:42:15.0"
"C1109080","서울특별시 강남구 도곡로 317 2층 201호 (역삼동)","한티하나약국","02-564-0805","1900","1900","1900","1900","1900","1500","2200","2100","0850","0850","0850","0850","0850","0850","0800","0800","062","18","127.050639191063","37.4958653891477","2022-07-20 17:42:15.0"
"C1102200","서울특별시 은평구 수색로 264-1 (수색동)","함께하는약국","02-375-1846","1900","1900","1900","1900","1900","1600","2200","2100","0930","0930","0930","0930","0930","0930","0800","0800","034","89","126.894919444444440","37.582625000000000","2022-07-20 17:42:15.0"
"C1100199","서울특별시 종로구 대학로 93 대한성공회 대학로교회 12층 (연건동)","함춘약국","02-741-0370","1800","1800","1800","1800","1800","1300","2200","2100","0900","0900","0900","0900","0900","0900","0800","0800","030","82","127.001800000000003","37.579652777777781","2022-07-20 17:42:15.0"
"C1108967","서울특별시 동작구 만양로14길 57 (노량진동)","합격약국","02-3280-2680","2200","2200","2200","2200","2200","2200","2200","2200","1000","1000","1000","1000","1000","1000","1000","1000","069","13","126.947269064644","37.5126474110356","2022-07-20 17:42:15.0"
"C1108807","서울특별시 마포구 독막로 14 1층 (합정동)","합정365약국","02-6407-3031","2130","2130","2130","2130","2130","2130","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","040","72","126.914924028909","37.5484287443146","2022-07-20 17:42:15.0"
"C1108901","서울특별시 마포구 독막로 22 청명빌딩 1층 (합정동)","합정녹십자약국","02-3142-6002","2200","2200","2200","2200","2200","2200","2200","2200","0900","0900","0900","0900","0900","0900","1300","1300","040","72","126.915793674144","37.5482366441113","2022-07-20 17:42:15.0"
"C1108902","서울특별시 마포구 양화로 45 C-17호 (서교동 홈플러스합정점)","합정동산약국","02-338-0026","2200","2200","2200","2200","2200","2200","2200","2200","1000","1000","1000","1000","1000","1000","1000","1000","040","36","126.91395024016","37.5515008030203","2022-07-20 17:42:15.0"
"C1108629","서울특별시 구로구 항동로3길 6 가온 프라자 105호 (항동)","항동푸른약국","02-2615-8279","2000","2000","2000","2000","2000","1400","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","083","68","126.824511672872","37.48100308787","2022-07-20 17:42:15.0"
"C1104074","서울특별시 동작구 서달로 150 202호 (흑석동 해가든상가)","해가든약국","02-821-8531","1830","1830","1830","1830","1830","1400","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","069","80","126.96203652278629","37.506747624260285","2022-07-20 17:42:15.0"
"C1104566","서울특별시 영등포구 여의대방로69길 28 (여의도동)","해경아는약국","02-783-5816","1900","1900","1900","1900","1900","1400","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","073","33","126.93019920858046","37.52145460468794","2022-07-20 17:42:15.0"
"C1107913","서울특별시 서대문구 통일로 356 1층 (홍제동)","해그린약국","02-723-9887","1900","1900","1900","1900","1900","1500","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","036","35","126.9506840588","37.5821886032","2022-07-20 17:42:15.0"
"C1107967","서울특별시 영등포구 여의대방로 375 아일렉스타워 108호 (여의도동)","해그린약국","02-783-1017","1900","1900","1900","1900","1900","1400","1400","1400","0930","0930","0930","0930","0930","0930","0900","0900","073","33","126.9307762285","37.5188997002","2022-07-20 17:42:15.0"
"C1100215","서울특별시 동대문구 한천로 186 (장안동)","해동그랜드약국","02-2212-9838","2000","2000","2000","2000","2000","1700","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","025","25","127.06819531877447","37.577520959585954","2022-07-20 17:42:15.0"
"C1100155","서울특별시 광진구 용마산로 57 (중곡동)","해동온누리약국","02-457-4110","2000","1900","2000","1900","2000","1400","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","049","23","127.08750952137024","37.55877303185888","2022-07-20 17:42:15.0"
"C1102134","서울특별시 양천구 공항대로 564 1층 5호 (목동)","가람약국","02-2658-3518","2030","2030","2030","2030","2030","1530","2000","1600","0900","0900","0900","0900","0900","0900","1030","1000","079","47","126.8678700324","37.5490944622","2022-07-20 17:41:59.0"
"C1102201","서울특별시 양천구 목동동로 293 1층 5호(목동현대41타워)","해든아침약국","02-2168-3308","2030","2030","2030","2030","2030","1800","1400","1400","0900","0900","0900","0900","0900","0900","0900","0900","079","97","126.87579902475926","37.52819266238564","2022-07-20 17:42:15.0"
"C1109402","서울특별시 송파구 백제고분로48길 38 101호 (방이동 은석빌딩)","해든약국","02-3432-0105","1830","1830","1830","1830","1830","1330","1400","1400","0930","0930","0930","0930","0930","0930","0900","0900","056","43","127.117004712908","37.5103309711889","2022-07-20 17:42:15.0"
"C1109190","서울특별시 서대문구 충정로 70 웨스트게이트타워 2층 (미근동)","해든우리약국","02-313-8763","2000","2000","2000","2000","2000","1330","1400","1400","0930","0930","0930","0930","0930","0930","0900","0900","037","38","126.963771603317","37.5653076216967","2022-07-20 17:42:15.0"
"C1107141","서울특별시 양천구 목동동로 435 103104호 (목동)","해든이화약국","02-6925-0788","1900","1900","1900","1900","1900","1400","1400","1400","0800","0800","0800","0800","0800","0900","0900","0900","079","84","126.88485545120471","37.537359278133614","2022-07-20 17:42:15.0"
"C1100216","서울특별시 동작구 양녕로 281 (상도동 상도빌딩)","해뜨는약국","02-816-3869","2030","2030","2030","2030","2030","1330","1400","1300","0900","0900","0900","0900","0900","0900","0900","0900","069","19","126.9494549239865","37.5045759883656","2022-07-20 17:42:15.0"
"C1100217","서울특별시 용산구 청파로47길 53","해란약국","02-713-6590","1400","1400","1400","1400","1400","1330","1400","1300","0900","0900","0900","0900","0900","0900","0900","0900","043","13","126.96738465288266","37.54468838256411","2022-07-20 17:42:15.0"
"C1104457","서울특별시 강남구 테헤란로 152 (역삼동)","해림온누리약국","02-2112-2911","2030","2030","2030","2030","2030","1600","1400","1300","0900","0900","0900","0900","0900","0930","0900","0900","062","36","127.0365474747219","37.500070828279775","2022-07-20 17:42:15.0"
"C1100218","서울특별시 강서구 방화동로 66 1층 (방화동)","해맑은약국","02-2661-1837","1930","1930","1930","1930","1930","1530","1400","1300","0900","0900","0900","0900","0900","0900","0900","0900","076","16","126.812622222222217","37.566152777777781","2022-07-20 17:42:15.0"
"C1100219","서울특별시 은평구 응암로 188","해맑은약국","02-306-7555","1900","1900","1900","1900","1900","1500","1400","1300","0900","0900","0900","0900","0900","0900","0900","0900","034","78","126.91710275835504","37.588667415262044","2022-07-20 17:42:15.0"
"C1100125","서울특별시 강남구 남부순환로363길 13","해맑은약국","02-571-0029","2200","2200","2200","2200","2200","2200","2000","1300","0900","0900","0900","0900","0900","0900","1300","0900","062","68","127.0377032844159","37.4860941694859","2022-07-20 17:42:15.0"
"C1107333","서울특별시 마포구 마포대로 115-12 공덕삼성아파트 상가동 211호 (공덕동)","해맑은약국","02-707-3913","1900","1900","1900","1900","1900","1400","2000","1300","0930","0930","0930","0930","0930","0930","1300","0900","041","45","126.9511516935","37.5456912411","2022-07-20 17:42:15.0"
"C1103167","서울특별시 서초구 남부순환로350길 4 2층(양재동대진빌딩)","해맑은약국","02-579-7715","1900","1900","1900","1900","1900","1600","2000","1300","0900","0900","0900","0900","0900","0900","1300","0900","067","36","127.03525574351636","37.484415427664146","2022-07-20 17:42:15.0"
"C1108814","서울특별시 강남구 강남대로 320 1층 (역삼동)","해바라기약국","02-552-5679","2130","2000","2000","2103","2000","1630","2000","1300","0900","0900","0900","0900","0900","0900","1300","0900","062","52","127.03104820955","37.4918533105983","2022-07-20 17:42:15.0"
"C1109295","서울특별시 강서구 양천로57길 9-14 가양제일프라자 1층 107호 (가양동)","해바라기약국","02-3663-3033","2000","2000","2000","2000","2000","1700","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","075","27","126.851464062702","37.5638389666009","2022-07-20 17:42:15.0"
"C1107960","서울특별시 영등포구 영신로34길 10 1층 108호 (영등포동4가 영남빌딩)","해빛온누리약국","02-2069-3828","1800","1800","1800","1800","1800","1430","1700","1300","0830","0830","0830","0830","0830","0830","0900","0900","073","01","126.9019706772","37.5197839119","2022-07-20 17:42:15.0"
"C1109212","서울특별시 동대문구 약령중앙로 4 1층 (제기동)","해성당약국","02-966-5156","0000","1800","1800","1800","1800","1430","1700","1300","0000","0830","0830","0830","0830","0830","0900","0900","025","70","127.036974747718","37.5785629199431","2022-07-20 17:42:15.0"
"C1100221","서울특별시 강남구 테헤란로 504 지하1층 (대치동해성빌딩)","해성약국","02-528-3528","2100","2100","2100","2100","2100","1800","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","061","78","127.05734602769212","37.50662718101623","2022-07-20 17:42:15.0"
"C1100220","서울특별시 송파구 가락로 111 (석촌동)","해성약국","02-414-5567","1900","1900","1900","1900","1900","1500","1700","1300","0830","0830","0830","0830","0830","0830","0900","0900","056","87","127.10832854419249","37.50156020975422","2022-07-20 17:42:15.0"
"C1108279","서울특별시 구로구 경인로 393-7 일이삼전자타운 2동 1층 120호 (고척동)","해솔약국","02-2625-0026","2030","2030","1930","2030","2030","1600","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","082","27","126.86304864789055","37.49744353996308","2022-07-20 17:42:15.0"
"C1108925","서울특별시 구로구 구일로4길 30 신영상가 102호 (구로동)","해솔온누리약국","02-830-5366","2000","2000","2000","2000","2000","1700","1700","1300","0800","0800","0800","0800","0800","0800","0900","0900","083","25","126.876446827824","37.4918751361412","2022-07-20 17:42:15.0"
"C1103397","서울특별시 성북구 솔샘로25길 20 211호 (정릉동 풍림아파트상가)","해오름약국","02-912-2302","2030","2030","2030","2030","2030","2000","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","027","02","127.00789619877794","37.61696306840128","2022-07-20 17:42:15.0"
"C1107289","서울특별시 송파구 올림픽로35길 124 4층 7호 (신천동 장미아파트 에이상가)","해오름약국","02-422-7254","1900","1900","1900","1900","1900","1300","1700","1300","0800","0800","0800","0800","0800","0900","0900","0900","055","04","127.1007092383","37.5173453453","2022-07-20 17:42:15.0"
"C1100290","서울특별시 마포구 대흥로 34 (용강동)","해오름약국","02-719-7942","1830","1830","1830","1830","1830","1330","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","041","59","126.93856548881544","37.54381848830203","2022-07-20 17:42:15.0"
"C1100291","서울특별시 성동구 독서당로 220 102호 (옥수동)","해오름약국","02-2298-7973","1700","1700","1700","1700","1700","1330","1700","1300","1300","1300","1300","1300","1300","0900","0900","0900","047","35","127.01529414750985","37.54377941883464","2022-07-20 17:42:15.0"
"C1103313","서울특별시 강남구 봉은사로73길 5 1층 (삼성동)","해오름약국","02-545-7617","1800","1800","1800","1800","1800","1330","1700","1300","1000","1000","1000","1000","1000","0900","0900","0900","060","96","127.05071355428134","37.512821911623526","2022-07-20 17:42:15.0"
"C1107018","서울특별시 은평구 응암로 215 (응암동) 명남더블레스아파트2차","해오름온누리약국","02-303-8077","1500","1500","1500","1500","1500","1330","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","034","57","126.91705406261114","37.5912229367393","2022-07-20 17:42:15.0"
"C1109079","서울특별시 광진구 아차산로33길 63 1층 (화양동)","해인약국","02-467-2519","2200","2200","2200","2200","2200","1330","1700","1300","1200","1200","1200","1200","1200","0900","0900","0900","050","11","127.070973144286","37.5430195455351","2022-07-20 17:42:15.0"
"C1100292","서울특별시 광진구 군자로 93","해정약국","02-467-2282","2000","2000","2000","2000","2000","2000","1700","1300","0930","0930","0930","0930","0930","0930","0900","0900","050","01","127.07103296628281","37.55148435035944","2022-07-20 17:42:15.0"
"C1100293","서울특별시 동작구 보라매로3길 29 (신대방동해태보라매타워상가동 1층 28호)","해태보라매약국","02-833-0853","2030","2030","2030","2030","2030","2030","1700","1300","0840","0840","0840","0840","0840","0840","0900","0900","070","71","126.9249896662","37.4912100807","2022-07-20 17:42:15.0"
"C1108009","서울특별시 동작구 보라매로3길 29 3층 306호 (신대방동 해태보라매타워)","해태사랑약국","070-4189-7273","1900","1900","1900","1900","1900","1500","1700","1300","0900","0900","0900","0900","0900","0900","0900","0900","070","71","126.9249896662","37.4912100807","2022-07-20 17:42:15.0"
"C1108882","서울특별시 서초구 강남대로 365 대우도씨에빛 1층 (서초동)","해피약국","02-582-2590","2130","2130","2130","2130","2130","2130","1700","1300","0830","0830","0830","0830","0830","0830","0900","0900","066","21","127.028348895147","37.495323407006","2022-07-20 17:42:15.0"
"C1104593","서울특별시 송파구 오금로 512 207호 (거여동 거여역2차쌍용아파트 207호)","해피홈약국","02-449-0113","1830","1830","1830","1830","1830","1400","1300","1300","0840","0840","0840","0840","0840","0840","0900","0900","057","73","127.14551854715256","37.49269040136345","2022-07-20 17:42:15.0"
"C1107830","서울특별시 광진구 천호대로111길 19 (중곡동)","햇님약국","02-777-0012","2100","2100","2100","2100","2100","1400","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","049","29","127.0822926973","37.5573496039","2022-07-20 17:42:15.0"
"C1109239","서울특별시 성북구 길음로 33 상가A동 지하1층 2호 (길음동 길음뉴타운)","햇님약국","02-3292-1734","1930","1930","1930","1930","1930","1600","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","027","20","127.022009385841","37.6050492482263","2022-07-20 17:42:15.0"
"C1104086","서울특별시 영등포구 의사당대로 108 304호(여의도동 아일렉스상가)","햇님온누리약국","02-761-5520","2000","1900","1900","2000","1900","1500","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","073","22","126.9239915210551","37.52101468761369","2022-07-20 17:42:15.0"
"C1107484","서울특별시 강남구 자곡로 120 107호 (자곡동 세곡드림프라자)","햇빛약국","02-459-3353","1900","1900","1900","1900","1900","1500","1300","1300","0900","0900","0900","0900","0900","0900","1000","0900","063","73","127.09650197914817","37.47214715885853","2022-07-20 17:42:15.0"
"C1100322","서울특별시 마포구 마포대로 68 408-2호 (도화동 마포아크로타워)","햇빛약국","02-711-5982","1930","1930","1930","1930","1930","1400","1400","1400","0800","0800","0800","0800","0800","0800","0800","0800","041","68","126.9489606572827","37.54133353318082","2022-07-20 17:42:15.0"
"C1102539","서울특별시 도봉구 도당로13길 16 (방학동)","햇빛약국","02-6081-5255","1900","1900","1900","1900","1900","1400","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","013","55","127.03561720541324","37.66552673263015","2022-07-20 17:42:15.0"
"C1104155","서울특별시 양천구 목동중앙북로 95 (목동)","햇살애약국","02-2642-6415","2000","2000","2000","2000","2000","1600","1400","1400","0840","0840","0840","0840","0840","0840","0800","0800","079","68","126.87387420001772","37.546296570835835","2022-07-20 17:42:15.0"
"C1104041","서울특별시 양천구 목동중앙로 71  (목동)","햇살약국","02-2653-3698","2000","2000","2000","2000","2000","1800","1400","1400","0900","0900","0900","0900","0900","0800","0800","0800","079","61","126.87019670484835","37.53602534911394","2022-07-20 17:42:15.0"
"C1104319","서울특별시 송파구 위례성대로20길 31 1층 (오금동)","햇살약국","02-406-5258","2100","2100","2100","2100","2100","1600","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","056","57","127.1272269807","37.5086953523","2022-07-20 17:42:15.0"
"C1104206","서울특별시 구로구 경인로67길 23 (신도림동대우푸르지오2차 101동 311호)","햇살약국","02-2631-4959","2000","2000","2000","2000","2000","1600","1400","1400","0930","0930","0930","0930","0930","0930","0800","0800","082","08","126.88948024269271","37.51051050955821","2022-07-20 17:42:15.0"
"C1108548","서울특별시 강북구 한천로 1038 천지빌딩유료주차장 1층 (수유동)","햇살약국","02-991-4047","2000","2000","2000","2000","2000","1400","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","010","54","127.02702473771424","37.640179865136325","2022-07-20 17:42:15.0"
"C1100436","서울특별시 노원구 섬밭로 134 114동 105-5호 (공릉동 풍림아파트)","햇살약국","02-973-5589","1800","1800","1800","1800","1800","1300","1400","1400","0840","0840","0840","0840","0840","0840","0800","0800","018","51","127.06927526259999","37.62829844609999","2022-07-20 17:42:15.0"
"C1104011","서울특별시 종로구 자하문로 58 1층 (창성동)","햇살약국","02-723-5489","1900","1900","1330","1900","1900","1330","1400","1400","0840","0840","0840","0840","0840","0840","0800","0800","030","43","126.97127121993546","37.581251167577406","2022-07-20 17:42:15.0"
"C1108917","서울특별시 강동구 동남로71길 32 103호 (명일동 환타지아)","햇살약국","02-441-7716","2030","2030","2030","2030","2030","1600","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","052","69","127.154500056801","37.5520049235939","2022-07-20 17:42:15.0"
"C1100105","서울특별시 서대문구 수색로 100","햇살약국","02-309-2656","1830","1830","1830","1830","1830","1300","1400","1400","0830","0830","0830","0830","0830","0830","0800","0800","037","09","126.91055388848301","37.57383592359744","2022-07-20 17:42:15.0"
"C1107899","서울특별시 성동구 마장로 291 3층 (마장동)","햇살약국","02-2298-2825","1500","1500","1500","1500","1500","1300","1400","1400","0900","0900","0900","0900","0900","0830","0800","0800","047","56","127.04193882299998","37.56585101409999","2022-07-20 17:42:15.0"
"C1102540","서울특별시 동대문구 장한로 22 2층 (장안동)","햇살약국","02-2217-1190","1800","1800","1800","1800","1800","1300","1400","1400","0930","0930","0930","0930","0930","0930","0800","0800","026","44","127.06612505132415","37.56324957697172","2022-07-20 17:42:15.0"
"C1103672","서울특별시 은평구 진관4로 17 820동 1층 113호 (진관동 은평뉴타운상림마을)","햇살약국","02-387-5358","1700","1700","1700","1700","1700","1300","1400","1400","1000","1000","1000","1000","1000","0930","0800","0800","033","02","126.92290136772323","37.64364637984936","2022-07-20 17:42:15.0"
"C1108716","서울특별시 중랑구 사가정로 384 1층 101호 (면목동)","햇살온누리약국","02-434-5102","2000","2000","2000","1430","2000","1430","1400","1400","0930","0930","0930","0930","0930","0930","0800","0800","022","38","127.087203744311","37.5805476991971","2022-07-20 17:42:15.0"
"C1107583","서울특별시 강서구 화곡로 142 114호 (화곡동 메가박스)","햇살온누리약국","02-2699-6314","2000","2000","2000","2000","2000","1400","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","077","15","126.8375833096","37.5405656791","2022-07-20 17:42:15.0"
"C1100073","서울특별시 광진구 능동로13길 39","햇살온누리약국","02-467-8667","2030","2030","2030","2030","2030","1600","1400","1400","0900","0900","0900","0900","0900","0900","0800","0800","050","16","127.07002983250393","37.54354179626433","2022-07-20 17:42:15.0"
"C1108667","서울특별시 동작구 상도로 345 1층 (상도동)","햇살온누리약국","02-401-6599","2000","2000","2000","2000","2000","1800","1800","1400","0900","0900","0900","0900","0900","0900","1000","0800","069","71","126.952667931095","37.4978381627265","2022-07-20 17:42:15.0"
"C1107088","서울특별시 영등포구 당산로 223 (당산동5가)","햇살온누리약국","02-2069-0823","2000","2000","2000","2000","2000","1500","1800","1400","0900","0900","0900","0900","0900","0900","1000","0800","072","13","126.90116043687841","37.53373434670995","2022-07-20 17:42:15.0"
"C1107915","서울특별시 서대문구 신촌로 73 1층 (창천동 거화빌딩)","행복가득약국","02-336-3667","1700","1700","1700","1700","1700","1500","1800","1400","0900","0900","0900","0900","0900","0900","1000","0800","037","89","126.9345216723","37.5563077611","2022-07-20 17:42:15.0"
"C1103027","서울특별시 양천구 목동동로 130 B 상가 129 호 (신정동목동14단지B상가)","행림약국","02-2646-0283","2030","2030","2030","2030","2030","1500","1800","1400","1400","1400","1400","1400","1400","0900","1000","0800","080","18","126.87211406124622","37.51442141422925","2022-05-20 17:42:15.0"
"C1103926","서울특별시 강북구 노해로 81 (수유동)","행복가득약국","02-992-1037","2000","2000","2000","2000","2000","1700","1800","1400","0900","0900","0900","0900","0900","0900","1000","0800","010","43","127.02203516958144","37.64291606608248","2022-07-20 17:42:15.0"
"C1107107","서울특별시 서초구 잠원로 24  406호 (반포동 반포자이플라자)","행복나눔약국","02-533-3107","1900","1900","1900","1900","1900","1500","1800","1400","0900","0900","0900","0900","0900","0900","1000","0800","065","44","127.00987139904677","37.5071164190274","2022-07-20 17:42:15.0"
"C1107214","서울특별시 동작구 노량진로 90 (노량진동)","행복드림약국","02-826-5869","1700","1700","1700","1700","1700","1700","2500","2500","1100","1100","1100","1100","1100","1100","1300","1300","069","27","126.9356996146","37.5130603761","2022-07-20 17:42:15.0"
"C1104592","서울특별시 송파구 양산로 42 (거여동)","행복약국","02-403-4888","2030","2030","2030","2030","2030","1800","2500","2500","0900","0900","0900","0900","0900","0900","1300","1300","057","73","127.1444826394","37.4926340084","2022-07-20 17:42:15.0"
"C1100538","서울특별시 서초구 사임당로 151","행복약국","02-521-2829","1930","1930","1930","1930","1930","1330","2500","2500","0910","0910","0910","0910","0910","0910","1300","1300","066","24","127.02584677383732","37.49236816938481","2022-07-20 17:42:15.0"
"C1100537","서울특별시 관악구 관악로30길 12 301호 (봉천동 봉천우성아파트)","행복약국","02-887-3039","1830","1830","1830","1830","1830","1300","2500","2500","0900","0900","0900","0900","0900","0900","1300","1300","087","35","126.95958115309072","37.48540691900814","2022-07-20 17:42:15.0"
"C1108816","서울특별시 양천구 남부순환로59길 3 1층 102호 (신월동 우영아파트)","행복약국","02-2606-0783","1900","1900","1900","1900","1900","1900","2500","2500","0900","0900","0900","0900","0900","0900","1300","1300","079","20","126.831560813715","37.532135959813","2022-07-20 17:42:15.0"
"C1108867","서울특별시 서대문구 거북골로 17 1층 (홍은동)","행복약국","02-6407-3119","2100","2100","2100","2100","2100","2100","2500","2100","1000","1000","1000","1000","1000","1200","1300","1200","036","62","126.925417183213","37.5804169642658","2022-07-20 17:42:15.0"
"C1104193","서울특별시 마포구 연희로 5 지하1층 (동교동)","행복약국","02-324-5615","1830","1830","1830","1830","1830","1400","2500","2100","0830","0830","0830","0830","0830","0830","1300","1200","039","85","126.9262615924149","37.55922932540232","2022-07-20 17:42:15.0"
"C1107548","서울특별시 영등포구 양평로 127 (양평동5가)","행복약국","02-2631-6967","1800","1800","1800","1800","1800","1400","2500","2100","0900","0900","0900","0900","0900","0830","1300","1200","072","07","126.89349733187083","37.53778218564069","2022-07-20 17:42:15.0"
"C1107131","서울특별시 노원구 동일로 985 (공릉동) 1층","행복약국","02-930-0300","1900","1900","1900","1900","1900","1500","2500","2100","0830","0830","0830","0830","0830","0830","1300","1200","018","61","127.075201014","37.61805960500001","2022-07-20 17:42:15.0"
"C1104748","서울특별시 강남구 개포로 231 (개포동) 1층일부","행복온누리약국","02-574-8376","2100","2100","2100","2100","2100","1600","2500","2100","0900","0900","0900","0900","0900","0900","1300","1200","063","06","127.04783826597895","37.47904617203769","2022-07-20 17:42:15.0"
"C1100454","서울특별시 서초구 서래로5길 6","행복을여는서래약국","02-537-6979","2030","2030","2030","2030","2030","2030","2500","2100","0930","0930","0930","0930","0930","0930","1300","1200","065","76","126.9979254840398","37.497927985546966","2022-07-20 17:42:15.0"
