,사업장명,도로명주소,경도,위도,geometry
3859,성보약국,서울특별시 관악구 남부순환로208길 10 (봉천동),194912.547175192,442169.547273536,POINT (950522.8183908289 1942643.28212772)
3860,다나온누리약국,서울특별시 관악구 관악로 240 1층 (봉천동),196091.656891009,442601.655364939,POINT (951703.7647848976 1943068.943719433)
3861,21세기약국,서울특별시 관악구 신림로 370 (신림동),193662.702786394,442795.834205778,POINT (949276.7975878336 1943275.9769593463)
3862,형제약국,서울특별시 관악구 남부순환로172길 10 1층 (신림동),193314.129450935,442352.177452123,POINT (948925.9987413732 1942834.349268691)
3863,종로프라자약국,서울특별시 관악구 조원중앙로 20 (신림동),191583.603692104,442134.65585885,POINT (947194.9896143475 1942626.1242101209)
3864,대명약국,서울특별시 관악구 신림로 158 1층 1호 (신림동 영광빌딩),194080.449763386,441196.362599992,POINT (949685.8674439641 1941674.9077795187)
3865,굿모닝약국,서울특별시 관악구 신림로 272 101-2호 (신림동 대원빌딩),193919.806951716,441887.736710799,POINT (949528.967210332 1942366.8661964494)
3866,우리들약국,서울특별시 관악구 난곡로 198 (신림동),192792.4627044,441188.98572337,POINT (948398.344509162 1941674.3883524372)
3867,리드팜힘찬약국,서울특별시 관악구 은천로 109 1층 (봉천동),195287.476430437,442764.356498949,POINT (950900.7667573666 1943235.8619035315)
3868,늘픔약국,서울특별시 관악구 남부순환로 1635 1층 (신림동),193945.509928744,442519.065029911,POINT (949558.0206959157 1942997.810563261)
3869,미소약국,서울특별시 관악구 남부순환로143나길 7 (신림동),192058.4570392,442301.311413367,POINT (947670.5453190001 1942790.1872318604)
3870,승일약국,서울특별시 관악구 문성로 93 1층 (신림동),192324.707839118,441733.860014149,POINT (947933.6719599956 1942221.5396738688)
3871,온누리대산약국,서울특별시 관악구 시흥대로 560 1층 (신림동),191264.654358325,442307.124584641,POINT (946877.0823090414 1942800.2236868518)
3872,우성혜민약국,서울특별시 관악구 관악로30길 12 121호 122호 (봉천동 우성아파트상가),196350.708293561,442532.440501316,POINT (951962.345694435 1942998.3770990607)
3873,휴베이스다정약국,서울특별시 관악구 남부순환로 1944 1층 (봉천동),196823.125235289,441565.141217539,POINT (952429.4276425316 1942028.9446823255)
3874,신미소약국,서울특별시 관악구 시흥대로 578 1층 (신림동),191376.602183978,442456.748277117,POINT (946989.7831231166 1942949.1933061674)
3875,평화약국,서울특별시 관악구 남부순환로 1784 1층 (봉천동),195362.338328936,442137.374629362,POINT (950972.2616585722 1942608.727911912)
3876,온누리수경약국,서울특별시 관악구 난향길 4 (신림동),192736.582687451,440102.354868197,POINT (948336.7039568685 1940588.4788018968)
3877,우림시장약국,서울특별시 관악구 난곡로26길 13 (신림동),192918.089547373,440931.724649771,POINT (948522.5532437119 1941416.5591170292)
3878,푸르지오약국,서울특별시 관악구 청림6길 3 202호 (봉천동 관악푸르지오아파트상가),196384.544308046,442822.980265735,POINT (951997.7150581795 1943288.6222330243)
3879,광주약국,서울특별시 관악구 관악로 268 (봉천동),196241.676066281,442859.336220295,POINT (951855.0966522687 1943325.72444279)
3880,마더스약국,서울특별시 관악구 난곡로 226 (신림동),192609.681897132,441373.30040219,POINT (948216.6159210603 1941859.603896828)
3881,예주약국,서울특별시 관악구 남부순환로161길 75 (신림동),192705.249595315,442575.4831642,POINT (948318.5453137077 1943060.8090487074)
3882,수약국,서울특별시 관악구 남부순환로 1912 1층 (봉천동),196537.956746583,441703.825152129,POINT (952145.1097381974 1942169.0916781947)
3883,기분좋은약국,서울특별시 관악구 은천로 110 1층 (봉천동 더블유에스타워),195285.853833707,442724.651465949,POINT (950898.9334254533 1943196.1811101194)
3884,참성심약국,서울특별시 관악구 남부순환로 1862 (봉천동),196085.562388907,441927.340789096,POINT (951694.0832823683 1942394.9271298693)
3885,영암약국,서울특별시 관악구 원신2길 34 (신림동 신림시장),193956.918228272,440978.95317425,POINT (949561.2272579476 1941458.2408841518)
3886,로뎀약국,서울특별시 관악구 난곡로 349 1층 102호 (신림동),192292.278420778,442547.498444613,POINT (947905.5861559819 1943035.0336636817)
3887,1번약국,서울특별시 관악구 남부순환로 1832 1층 (봉천동 삼한빌딩),195817.34218676,442059.746521611,POINT (951426.6734088004 1942528.7084083618)
3888,순환약국,서울특별시 관악구 호암로22길 60 (신림동),194282.675888713,440707.623024621,POINT (949885.413471664 1941185.283466853)
3889,인제약국,서울특별시 관악구 원신2길 17 인제약국 (신림동),193951.207316469,440923.571590258,POINT (949555.2238599644 1941402.911370751)
3890,제정약국,서울특별시 관악구 신림로 383 1층 (신림동),193579.537895404,442899.970020959,POINT (949194.2196096113 1943380.5147907336)
3891,대성약국,서울특별시 관악구 청림길 8 (봉천동),196298.452759376,442892.941185895,POINT (951912.0298809735 1943359.0139058682)
3892,새시민약국,서울특별시 관악구 난우길 4 (신림동),192768.812032104,441250.856413102,POINT (948375.0323370687 1941736.3607695969)
3893,믿음약국,서울특별시 관악구 봉천로 534 (봉천동),196123.894032304,441833.942721132,POINT (951731.9027106375 1942301.3618183641)
3894,혜인약국,서울특별시 관악구 관악로 211 (봉천동),195879.964432456,442417.634346648,POINT (951491.1760552352 1942886.1220519606)
3895,새종로약국,서울특별시 관악구 난곡로 264 (신림동),192474.281606175,441713.160431387,POINT (948083.0772623995 1942200.0520498133)
3896,새태평양온누리약국,서울특별시 관악구 봉천로 616 (봉천동),196874.021007896,441472.976437308,POINT (952479.8128140573 1941936.5453935694)
3897,라임약국,서울특별시 관악구 난곡로 215 (신림동),192636.667380434,441286.654526964,POINT (948243.129744405 1941772.8481952026)
3898,관악우리약국,서울특별시 관악구 남부순환로 1630 (신림동),193896.277940709,442450.895815446,POINT (949508.4450899778 1942929.9301108492)
3899,한길약국,서울특별시 관악구 남부순환로 1739 (봉천동),194924.422326949,442254.907228366,POINT (950535.1432532219 1942728.5453651485)
3900,메디칼약국,서울특별시 관악구 은천로25길 69 1층 (봉천동 삼성프라자),195362.210914838,442981.74567314,POINT (950976.6291946752 1943452.7677830374)
3901,세종약국,서울특별시 관악구 난곡로31길 5 2동 1층 (신림동 성수빌딩),192805.585290033,441017.414873292,POINT (948410.5489028975 1941502.814612375)
3902,웃음가득약국,서울특별시 관악구 남부순환로 1369 1층 (신림동 관악농협 농산물백화점),191334.658955208,441993.853241909,POINT (946945.3921612183 1942486.701441974)
3903,가은약국,서울특별시 관악구 봉천로 486 (봉천동),195837.228650843,442159.447303626,POINT (951447.0827430213 1942628.264103807)
3904,대학당약국,서울특별시 관악구 원신길 2-1 (신림동),193973.523870439,441047.593004422,POINT (949578.1916823579 1941526.765473834)
3905,녹원약국,서울특별시 관악구 신림로 261 (신림동),193928.534898258,441763.530690492,POINT (949537.0306418466 1942242.6623394205)
3906,세란약국,서울특별시 관악구 남부순환로161가길 26 (신림동),192620.39714505,442541.167035082,POINT (948233.5432779015 1943026.9580110945)
3907,건강약국,서울특별시 관악구 남부순환로 1539 (신림동),192997.369304855,442361.575558489,POINT (948609.4123332833 1942845.4298798419)
3908,다정약국,서울특별시 관악구 남부순환로 1485 1층 (신림동 삼남빌딩),192455.883042115,442267.149217637,POINT (948067.6346472421 1942753.9227950035)
3909,종로수약국,서울특별시 관악구 보라매로 4 1층 (봉천동),193561.23418702,443081.559784318,POINT (949176.8898196942 1943562.1309856346)
3910,서울대약국,서울특별시 관악구 관악로 1 2층 (신림동),196139.864969792,439023.167125842,POINT (951732.9111217468 1939491.6081523823)
3911,옵티마세원약국,서울특별시 관악구 쑥고개로 68 (봉천동),194963.076504874,441910.093544179,POINT (950571.9468648249 1942383.6612869604)
3912,윤선약국,서울특별시 관악구 신림로 129-1 (신림동),194160.792161077,440973.914919912,POINT (949764.9945616487 1941452.1196521483)
3913,양생약국,서울특별시 관악구 남부순환로234길 27 (봉천동),196118.97261718,441772.124407724,POINT (951726.6542034331 1942239.5940450202)
3914,인수당약국,서울특별시 관악구 인헌17길 3 (봉천동),197104.555571146,440931.136217473,POINT (952707.3727880095 1941393.692197357)
3915,차약국,서울특별시 관악구 중앙길 5 (봉천동),195846.027027355,442383.123036986,POINT (951457.0682941625 1942851.8049795995)
3916,서울약국,서울특별시 관악구 난곡로 194 (신림동),192823.889799339,441125.983330772,POINT (948429.424050718 1941611.2432920935)
3917,봉천당약국,서울특별시 관악구 봉천로 518 (봉천동),196004.219943071,441936.543618984,POINT (951612.8218433671 1942404.5592954047)
3918,우일약국,서울특별시 관악구 난곡로24길 5 (신림동),192896.694095208,440861.694165807,POINT (948500.7934660519 1941346.6698249085)
3919,일광약국,서울특별시 관악구 신사로20길 52 1층 (신림동),192639.185691922,442744.694796487,POINT (948253.4079811848 1943230.3063666192)
3920,왕약국,서울특별시 관악구 대학5길 17 (신림동),194507.572940587,440804.437251992,POINT (950110.7375843948 1941280.8629770535)
3921,반석온누리약국,서울특별시 관악구 관악로 195 A동 308호 (봉천동 관악위버폴리스),195793.554018345,442281.682871214,POINT (951404.0759528831 1942750.6840511856)
3922,세영약국,서울특별시 관악구 남부순환로 1479 (신림동),192405.258847047,442228.060871505,POINT (948016.8221124478 1942715.119163409)
3923,난곡프라자약국,서울특별시 관악구 난곡로 219 (신림동),192620.740013585,441307.241757534,POINT (948227.3181548016 1941793.5121627178)
3924,청춘약국,서울특별시 관악구 남부순환로 1644 (신림동),194034.401710559,442473.231894268,POINT (949646.6336953781 1942951.5221720785)
3925,관악수약국,서울특별시 관악구 호암로 600 1층 (신림동 하나빌딩),194069.50725243,440946.174815483,POINT (949673.597773558 1941424.8761981856)
3926,봄내약국,서울특별시 관악구 신림동5길 31 1층 (신림동),193530.483995719,442635.279595586,POINT (949143.7757745801 1943116.1890183447)
3927,튼튼약국,서울특별시 관악구 신원로 16 (신림동),193568.899365813,442070.694552412,POINT (949179.170735651 1942551.6202578533)
3928,더푸른약국,서울특별시 관악구 관악로 195 1층 104호 (봉천동 관악위버폴리스),195793.554018345,442281.682871214,POINT (951404.0759528831 1942750.6840511856)
3929,참조은약국,서울특별시 관악구 남부순환로 1814 대연빌딩 1층 (봉천동),195647.366393622,442105.342411703,POINT (951257.0071748436 1942575.1911150995)
3930,한소망약국,서울특별시 관악구 신림로 198 1층 (신림동),194349.19279559,441431.83060494,POINT (949955.7583849748 1941908.8532813783)
3931,서강약국,서울특별시 관악구 문성로 219 (신림동),193587.369095083,441929.245607777,POINT (949196.8803390557 1942410.1283179808)
3932,플러스튼튼약국,서울특별시 관악구 남부순환로 1635 1층 (신림동),193945.509928744,442519.065029911,POINT (949558.0206959157 1942997.810563261)
3933,동인약국,서울특별시 관악구 인헌길 76 1층 (봉천동),196977.893524291,441104.530857029,POINT (952581.6834880679 1941567.6924307821)
3934,원약국,서울특별시 관악구 은천로 61 1층 101호 (봉천동 은천누리에뜰),194821.255710145,442692.802986229,POINT (950434.3481659506 1943166.8184426099)
3935,인헌연세약국,서울특별시 관악구 인헌길 12 1층 (봉천동),196992.72399493,441439.887712347,POINT (952598.2928532686 1941902.8379752256)
3936,그린약국,서울특별시 관악구 남부순환로 1740 명당빌딩 1층 (봉천동),194911.449656167,442195.395817975,POINT (950521.8588935479 1942669.1263682009)
3937,곰돌이스타약국,서울특별시 서초구 방배로 226 3층 303호 (방배동),199106.271025753,443467.016326339,POINT (954721.7939962957 1943917.9131392871)
3938,바른온누리약국,서울특별시 서초구 방배로 108 1층 (방배동),199612.525286649,442408.391525638,POINT (955222.2113139444 1942857.0138608497)
3939,굿약국,서울특별시 서초구 서초대로77길 24 강남 지웰타워2 (서초동),202228.219796335,444201.821735534,POINT (957846.4104692305 1944635.8022109626)
3940,소화약국,서울특별시 서초구 방배로 87 1층 1호 (방배동),199654.844410132,442221.008157446,POINT (955263.5161662975 1942669.4797418655)
3941,신원약국,서울특별시 서초구 강남대로10길 60-1 101호 (양재동),203691.835489595,440837.941730569,POINT (959291.5324008195 1941265.480988986)
3942,제이약국,서울특별시 서초구 서초대로 323 삼풍프라자 1층 6호 (서초동),201415.869526967,443633.277166992,POINT (957031.3578069096 1944071.8106375514)
3943,양재소망약국,서울특별시 서초구 언남1길 3 1층 102호 (양재동),203533.041644498,441115.83041639,POINT (959134.2811556655 1941544.1029927833)
3944,연두약국,서울특별시 서초구 태봉로 70 우면프라자Ι 110호 (우면동),202190.137340546,440262.27086909,POINT (957787.3735115962 1940698.031684931)
3945,씨케이광생약국,서울특별시 서초구 강남대로 559 1층 101호 (잠원동),201746.115408004,445505.987440094,POINT (957371.44466411 1945942.0134578762)
3946,온새미온누리약국,서울특별시 서초구 방배로 223 1층 1호 (방배동),199040.3746688,443425.063163148,POINT (954655.7004312193 1943876.3274838193)
3947,동해물약국,서울특별시 서초구 동광로12가길 42 1층 (방배동),198392.142869507,442817.670450014,POINT (954004.492022916 1943272.626839114)
3948,새봄약국,서울특별시 서초구 반포대로30길 82 우서빌딩 1층 102호 (서초동),201076.629013087,443381.643282557,POINT (956690.9130066338 1943822.0834777444)
3949,새열린약국,서울특별시 서초구 강남대로 449-3 보보빌딩 1층 (서초동),202130.005495428,444461.322684098,POINT (957749.6173788884 1944895.7222447963)
3950,신우성약국,서울특별시 서초구 나루터로 37 신사쇼핑센터 1층 114호 (잠원동),201230.693449214,445992.459343379,POINT (956858.8200094118 1946431.0364042346)
3951,아이약국,서울특별시 서초구 서초대로77길 55 에이프로 스퀘어 1층 (서초동),202111.924804655,444427.636068272,POINT (957731.3645357124 1944862.1454021777)
3952,스타약국,서울특별시 서초구 강남대로 437 대원빌딩 1층 (서초동),202181.557040408,444348.771006541,POINT (957800.5489184271 1944782.9411134)
3953,에스약국,서울특별시 서초구 서초대로40길 77 102호 (서초동),200707.328439303,442892.16394349,POINT (956319.1538436268 1943334.7655772767)
3954,에이트약국,서울특별시 서초구 강남대로 423 한승빌딩 1층 (서초동),202216.994449726,444227.046426732,POINT (957835.3239401922 1944661.0765746955)
3955,양재시민의숲수약국,서울특별시 서초구 마방로2길 57 101호 (양재동),203421.070583103,440991.381347921,POINT (959021.6928145939 1941420.2997919198)
3956,구슬약국,서울특별시 서초구 서초중앙로 113 영한빌딩 1층 (서초동),201143.821932041,443296.041056443,POINT (956757.6233454223 1943736.157689353)
3957,씨티약국,서울특별시 서초구 강남대로 597 1층 (잠원동),201630.614056046,445872.94121719,POINT (957257.9441353856 1946309.4357031144)
3958,자이수약국,서울특별시 서초구 사평대로45길 10-25 109-2호 (반포동),201162.735,444940.180000001,POINT (956785.2838213417 1945379.539338632)
3959,서래비비약국,서울특별시 서초구 방배로 232 1층 (방배동),199054.857907608,443527.101950574,POINT (954670.7212049607 1943978.2486443438)
3960,소망약국,서울특별시 서초구 서초중앙로 42 블루핀타워 B110호 (서초동),201353.74049169,442618.447987766,POINT (956963.8507776422 1943057.717730665)
3961,행복한약국,서울특별시 서초구 서초중앙로 49 동양라디안루키 제1층 제102호 (서초동),201270.060514318,442658.850361045,POINT (956880.4193000078 1943098.5494202708)
3962,남부장수약국,서울특별시 서초구 동산로 60 1층 (양재동),203950.417280847,441056.732472795,POINT (959551.1744930472 1941482.8077063698)
3963,8층약국,서울특별시 서초구 서초중앙로 125 로이어즈타워 8층 803호 (서초동),201123.234498578,443432.174000124,POINT (956737.7689211376 1943872.3458837569)
3964,티파니약국,서울특별시 서초구 고무래로 18 1층 (반포동),200848.364595738,444535.857121286,POINT (956468.8856204706 1944977.0520848637)
3965,고속터미널약국,서울특별시 서초구 신반포로 194 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동),200554.74395758,444811.364826199,POINT (956176.8493137279 1945254.0135940672)
3966,잠원스타약국,서울특별시 서초구 잠원로4길 33-2 잠원동 스타빌딩 111호 (잠원동),200887.682187725,445628.575119012,POINT (956514.0073472358 1946069.12462097)
3967,반원온누리약국,서울특별시 서초구 잠원로3길 40 태남홀딩스 1층 103-2호 (잠원동),200258.046490891,445103.708668959,POINT (955881.8270658175 1945547.8210971872)
3968,숲약국,서울특별시 서초구 잠원로 148 107호 (잠원동 잠원연합상가),200883.46902532,445971.21278915,POINT (956511.6210235583 1946411.6479906547)
3969,서초당약국,서울특별시 서초구 서초중앙로 107 (서초동 삼화빌딩),201149.635279701,443249.376340374,POINT (956763.1859276136 1943689.4806571882)
3970,나무약국,서울특별시 서초구 명달로 106 원영빌딩 1층 (서초동),200324.639916778,442712.488705891,POINT (955935.6613410028 1943157.1992174885)
3971,가온약국,서울특별시 서초구 강남대로 465 교보타워 B동 지상1층 (서초동),202058.674687128,444618.16731522,POINT (957679.1503846585 1945052.8839428988)
3972,샘약국,서울특별시 서초구 사임당로 38 큐브플러스 2층 202-2호 (서초동),201181.277534585,442874.506031276,POINT (956792.8198131975 1943314.591591864)
3973,늘편한약국,서울특별시 서초구 서초대로74길 3 윤빌딩 1층 (서초동),202245.881047238,443890.054350781,POINT (957862.4045323854 1944324.0656534652)
3974,하이팜약국,서울특별시 서초구 사임당로 178 이즈타워 103호 (서초동),202503.871647418,443326.129565179,POINT (958117.2892346336 1943758.9931761234)
3975,온약국,서울특별시 서초구 강남대로 213 스포타임 엘타워 1층 (양재동),203028.520902327,442302.889340581,POINT (958636.2808763188 1942733.3703795949)
3976,아인약국,서울특별시 서초구 반포대로 22 평화빌딩 지하1층 (서초동),201055.049081675,442298.468220422,POINT (956663.5753392357 1942739.4557310513)
3977,바로이약국,서울특별시 서초구 서초중앙로 230 1층 105호 (반포동),200990.250327999,444448.965951032,POINT (956610.2520078553 1944889.440000061)
3978,휴베이스현대약국,서울특별시 서초구 헌릉로 12 현대기아자동차빌딩 지하1층 (양재동),203705.426304066,440222.152896766,POINT (959301.8411412543 1940649.8674152365)
3979,호두약국,서울특별시 서초구 남부순환로 2449 삼원빌딩 1층 (서초동),201542.953289132,442257.124800567,POINT (957151.0646049506 1942695.5317395618)
3980,한약국,서울특별시 서초구 강남대로 543 1층 (반포동),201805.802689561,445348.253741801,POINT (957430.2679244785 1945784.0249449918)
3981,스타온누리약국,서울특별시 서초구 서초대로 250 스타갤러리브릿지 지하1층 102호 (서초동),200741.837498794,443309.391151125,POINT (956355.8703971317 1943751.6426479982)
3982,해피약국,서울특별시 서초구 강남대로 365 대우도씨에빛 1층 (서초동),202436.50368838,443680.004067596,POINT (958051.8323889708 1944113.08454096)
3983,아란약국,서울특별시 서초구 서운로 216 GDA주니어스쿨 203호 (서초동),201862.357603246,444462.626124882,POINT (957482.0835431255 1944898.450471223)
3984,서초백화점약국,서울특별시 서초구 효령로 279 1층 (서초동 상경빌딩),201236.091736571,442527.409858756,POINT (956845.7643922754 1942967.3422444141)
3985,논현바른약국,서울특별시 서초구 강남대로 519 1층 (반포동),201881.527134336,445123.695282523,POINT (957504.766042126 1945559.1530162266)
3986,호약국,서울특별시 서초구 서초대로 320 하림인터내셔날빌딩 102호 (서초동),201398.119442145,443554.420930428,POINT (957013.1949539178 1943993.0804211078)
3987,제이팜약국,서울특별시 서초구 서초중앙로 130 1층 (서초동),201175.934576163,443456.651776438,POINT (956790.5782822708 1943896.5332986948)
3988,하늘약국,서울특별시 서초구 사임당로 158 리더스원 상가 5층 501호 (서초동),202375.747328008,443293.000121873,POINT (957989.0398680576 1943726.5591485084)
3989,조달청사약국,서울특별시 서초구 반포대로 217 지하1층 (반포동),200194.426588429,444128.805256091,POINT (955813.0406431202 1944573.6448444654)
3990,정은약국,서울특별시 서초구 방배중앙로 140 1층 (방배동),198786.112739433,443274.351758935,POINT (954400.7369899024 1943727.0296269606)
3991,파스텔약국,서울특별시 서초구 신반포로33길 27 파스텔프라자 103호 (잠원동),200790.152915856,445309.5334354,POINT (956414.8176343611 1945750.7297276873)
3992,유킹스파머시메디바움약국,서울특별시 서초구 효령로 177 1층 (서초동),200234.615055118,442289.78204322,POINT (955843.4221806594 1942735.140167559)
3993,에이원약국,서울특별시 서초구 서초대로77길 17 BLOCK77 1층 102-2호 (서초동),202192.63632072,444169.462715095,POINT (957810.6689306421 1944603.6456323967)
3994,강남엘약국,서울특별시 서초구 서초대로77길 9 강남 누드죤빌딩 104호 (서초동),202249.059734667,444042.044283805,POINT (957866.391257436 1944475.977783408)
3995,봄약국,서울특별시 서초구 서초중앙로8길 13 아진빌딩 1층 (서초동),201361.320991326,442730.402604457,POINT (956972.0242255855 1943169.5872629704)
3996,에이치약국,서울특별시 서초구 강남대로 483 지하1층 (반포동),202020.540674638,444789.801740358,POINT (957641.9456871201 1945224.6527441153)
3997,릴리약국,서울특별시 서초구 강남대로 563 1층 (잠원동),201723.670075381,445522.232076902,POINT (957349.0948347847 1945958.3711508098)
3998,서초프라자약국,서울특별시 서초구 방배로 88 1층 (방배동),199700.288597296,442239.986498699,POINT (955309.043303223 1942688.2086393356)
3999,태양약국,서울특별시 서초구 사임당로 158 리더스원 상가 1층 148호 (서초동),202375.747328008,443293.000121873,POINT (957989.0398680576 1943726.5591485084)
4000,솔약국,서울특별시 서초구 효령로 237 103-1호 (서초동 서초한신리빙타워),200811.671174369,442445.605649334,POINT (956421.077763396 1942887.8299550384)
4001,내곡숲약국,서울특별시 서초구 헌릉로 176 서울영동농협종합시설 지하1층 (내곡동),,,POINT EMPTY
4002,센트럴약국,서울특별시 서초구 방배로 83 2층 (방배동),199662.746527485,442184.367423678,POINT (955271.2201067682 1942632.8115173853)
4003,양재메디칼약국,서울특별시 서초구 동산로 64 화성빌딩 (양재동),203981.093872445,441070.67123356,POINT (959581.9129199841 1941496.5776112038)
4004,아라약국,서울특별시 서초구 서초대로77길 3 111호 (서초동 아라타워),202276.917171991,443970.967951703,POINT (957893.8590702765 1944404.78158566)
4005,영동프라자약국,서울특별시 서초구 강남대로 521-4 태영빌딩 (반포동),201884.862299616,445143.221393513,POINT (957508.2038698883 1945578.653550393)
4006,경희정산한약국,서울특별시 서초구 방배로 57 1층 (방배동),199788.337062625,441943.697667396,POINT (955395.4796720535 1942391.5690022772)
4007,3층한사랑약국,서울특별시 서초구 반포대로 287 311호 (반포동 래미안퍼스티지중심상가),200005.626362552,444680.521703344,POINT (955627.2536337398 1945126.1470086477)
4008,서초메이플약국,서울특별시 서초구 남부순환로347길 101 1층 (서초동 조이빌딩),202566.919569582,442956.055982725,POINT (958178.3416686234 1943388.7322728857)
4009,더하늘약국,서울특별시 서초구 강남대로 509 1층 (반포동),201919.661477675,445048.112698549,POINT (957542.4825751925 1945483.397575797)
4010,한성약국,서울특별시 서초구 신반포로 257 지하1층 (잠원동 뉴타운),201104.26895551,445266.678558749,POINT (956728.5800603899 1945706.2189031169)
4011,방배프라자약국,서울특별시 서초구 방배중앙로29길 3 1층 (방배동),198628.029120295,443801.495085729,POINT (954245.5227738656 1944254.8055445047)
4012,행복을여는서래약국,서울특별시 서초구 서래로5길 3 (반포동),199763.850300501,443945.554859271,POINT (955381.6599398557 1944392.7601630986)
4013,푸른솔약국,서울특별시 서초구 서초대로 317 1층 (서초동 건원빌딩),201371.154291593,443619.985213035,POINT (956986.58966511 1944058.7620773227)
4014,진약국,서울특별시 서초구 서초대로 302 102호 (서초동 인앤인빌딩 ),201229.105262122,443500.99834207,POINT (956843.9638481663 1943940.5790585964)
4015,샛별약국,서울특별시 서초구 서초중앙로24길 27 226호 (서초동 G5센트럴프라자),201386.338220173,443689.075119969,POINT (957002.1353926127 1944127.7435311025)
4016,굿모닝약국,서울특별시 서초구 신반포로 176 125호 (반포동 센트럴시티),200250.447804795,444683.220506107,POINT (955871.9919653845 1945127.5409196096)
4017,해맑은약국,서울특별시 서초구 남부순환로350길 4 2층 (양재동 대진빌딩),203046.165527146,442456.82733291,POINT (958654.7378358303 1942887.1526640274)
4018,한신메디칼약국,서울특별시 서초구 잠원로 94 지층 (잠원동 한신상가),200628.43767533,445580.594039349,POINT (956254.6106686426 1946022.5435685085)
4019,아라타워아이약국,서울특별시 서초구 서초대로77길 3 1202호 (서초동 아라타워),202276.917171991,443970.967951703,POINT (957893.8590702765 1944404.78158566)
4020,푸른온누리약국,서울특별시 서초구 바우뫼로35길 22 1층 (양재동),203382.956019224,441929.747343741,POINT (958988.5875592523 1942358.4916518894)
4021,서초21세기약국,서울특별시 서초구 신반포로23길 30 1층 (잠원동 반원상가),200246.255070605,445174.193878077,POINT (955870.4157521774 1945618.341027913)
4022,메디칼허브약국,서울특별시 서초구 강남대로 615 1층 (잠원동 금정빌딩),201601.185140592,446044.757176321,POINT (957229.4422404519 1946481.3397214597)
4023,약사랑약국,서울특별시 서초구 강남대로 221 양재역환승주차장 3층 303호 (양재동),202962.207813123,442366.929774694,POINT (958570.3352812413 1942797.7380960044)
4024,라임약국,서울특별시 서초구 서초중앙로 229 1층 (반포동),200933.463655115,444432.907922616,POINT (956553.4024836867 1944873.6907874914)
4025,숨온누리약국,서울특별시 서초구 서초대로 114 102호 (방배동),199469.659485999,442837.378984724,POINT (955081.6859556882 1943286.591295252)
4026,하나로약국,서울특별시 서초구 청계산로 10 1층 (양재동),203811.366422118,440070.727589935,POINT (959406.9329964916 1940497.9393348077)
4027,서초늘봄약국,서울특별시 서초구 서초대로38길 12 지하2층 (서초동 마제스타시티힐스테이트서리풀),200438.992861987,443124.594422616,POINT (956052.1626365917 1943568.531940162)
4028,조달약국,서울특별시 서초구 반포대로 235 지하1층 (반포동 효성빌딩),200222.33368139,444269.366757895,POINT (955841.6851199561 1944714.0017507824)
4029,연세온누리약국,서울특별시 서초구 신반포로 177 3동 1층 55호56호 (잠원동 반포쇼핑),200257.080193185,444878.428106997,POINT (955879.6613271016 1945322.6354312517)
4030,방배대한약국,서울특별시 서초구 동작대로 118 107호 (방배동 방배예다인),198416.220021458,442761.606993036,POINT (954028.2611766829 1943216.4574256472)
4031,신논현올리브약국,서울특별시 서초구 강남대로 507 1층 (반포동 신태양빌딩),201905.668448077,444987.324729964,POINT (957528.1713930524 1945422.7084597056)
4032,반포다정약국,서울특별시 서초구 반포대로 287 138호 (반포동),200005.626362552,444680.521703344,POINT (955627.2536337398 1945126.1470086477)
4033,진흥온누리약국,서울특별시 서초구 서초대로 389 1층 105106호 (서초동 진흥상가),201930.014907812,443904.461723691,POINT (957546.7415484567 1944340.1491479771)
4034,푸른약국,서울특별시 서초구 서초대로 3-4 1층 101-3호 (방배동 방배디오슈페리움),198432.354182494,442643.16392201,POINT (954043.7584164438 1943097.9754099648)
4035,서초아트약국,서울특별시 서초구 반포대로 58 201동 12호 (서초동 서초아트자이상가),200953.239716326,442613.337649681,POINT (956563.4827008612 1943054.7414251934)
4036,현대영약국,서울특별시 서초구 강남대로 375 4층 (서초동 서초현대타워),202389.26,443804.065,POINT (958005.2681933305 1944237.3473105908)
4037,원약국,서울특별시 서초구 서초중앙로 36 1층 (서초동 준영빌딩),201363.403841913,442597.74203908,POINT (956973.4000434908 1943036.968613929)
4038,아크로비스타약국,서울특별시 서초구 서초중앙로 188 지하1층 지하에이-132호 (서초동 아크로비스타),201107.634736928,443999.067092566,POINT (956725.1938177233 1944439.0956776685)
4039,임마누엘온누리약국,서울특별시 서초구 방배로 244 1층 (방배동),198998.136902669,443628.43279987,POINT (954614.5622425455 1944079.8412684964)
4040,서초로하스약국,서울특별시 서초구 서초중앙로 39 21세기 병원 1층 (서초동),201322.30487951,442566.64109412,POINT (956932.1519396314 1943006.098875623)
4041,기쁨약국,서울특별시 서초구 효령로 396 1층 (서초동),202336.840042177,442859.79398989,POINT (957947.841867115 1943293.733709004)
4042,브라운스톤약국,서울특별시 서초구 서초대로 334 1층 105호 (서초동 브라운스톤),201547.263505854,443612.048678072,POINT (957162.5862473228 1944049.8910388628)
4043,서초온누리약국,서울특별시 서초구 서초대로 310 지하1층 (서초동 소망빌딩),201304.519889765,443532.264836083,POINT (956919.5148274285 1943971.4315333122)
4044,메디안약국,서울특별시 서초구 강남대로 455 3층 305호 (서초동 강남태영데시앙루브),202100.548018749,444515.155344243,POINT (957720.4583721608 1944949.6902211616)
