데이터 추출일 : 2022-08-10 21:14:54
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
온누리우주약국,031-651-7997,경기도 안성시 공도읍 진사길 34,경기도 안성시 공도읍 진사리 36-2,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:00,,
온누리이화당약국,062-672-5511,"광주광역시 남구 서문대로654번길 4, 1층 (진월동)",광주광역시 남구 진월동 438-13,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,10:30~23:00,08:30~23:00
올리브약국,063-856-5677,전라북도 익산시 서동로 112 (동산동),전라북도 익산시 동산동 1055-1 미래전기철물 (동산동),22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
옵티마청주제일약국,043-294-0188,충청북도 청주시 상당구 월평로184번길 5 (용암동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00
옵티마프라자약국,032-743-6789,"인천광역시 중구 공항로 272 (운서동, 인천국제공항여객터미널 3층)",,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00,04:00~23:00
옵티마하남약국,031-791-2389,"경기도 하남시 신장로 156, 107,108호 (덕풍동, 하남프라자)","경기도 하남시 덕풍동 394-1 하남프라자 107,108호",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:00,09:00~21:00,09:00~21:00
와부약국,031-577-7949,"경기도 남양주시 와부읍 덕소로 94,",경기도 남양주시 와부읍 덕소리 473-8,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~11:00,12:00~23:00,09:00~23:00
완미약국,02-457-3583,"서울특별시 광진구 자양로 194, (구의동)",서울특별시 광진구 구의동 234-16,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,16:00~23:00,16:00~23:00
외대조은약국,02-960-4983,"서울특별시 동대문구 휘경로 10, 1층 (이문동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,10:00~24:00,10:00~24:00
용인강남약국,031-283-5453,경기도 용인시 기흥구 신구로12번길 12  (신갈동),경기도 용인시 기흥구 신갈동 64-10 ,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,,09:00~23:30
용인태평양약국,031-336-3292,"경기도 용인시 처인구 백옥대로1068번길 1, (김량장동)",경기도 용인시 처인구 김량장동 12-2,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,,
용한약국,032-424-4732,"인천광역시 부평구 열우물로50번길 9-2, (십정동)",인천광역시 부평구 십정동 397-20,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~23:00,,09:00~23:00
용화당약국,031-953-8792,"경기도 파주시 파주읍 혜음로 1689 , 용화당 약국 ","경기도 파주시 파주읍 연풍리 286-14 한마음약국 , 용화당 약국",22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
우리들약국,063-901-9128,"전라북도 전주시 덕진구 권삼득로 303, 1층 (금암동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
우리들약국,031-885-5121,경기도 여주시 세종로 73,경기도 여주시 여주읍 홍문리 269-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:00,,08:30~22:30
우리들약국,02-427-0012,"서울특별시 강동구 올림픽로 781, (암사동)",서울특별시 강동구 암사2동 502-20,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,09:00~25:00
우리온누리약국,051-728-2674,"부산광역시 기장군 정관면 정관중앙로 56, 101호 (프라임클리닉센터)",부산광역시 기장군 정관읍 매학리 748-2 프라임빌딩 ,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
우리집약국,041-585-1145,충청남도 천안시 서북구 직산읍 군수1길 1,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
우림약국,031-582-5661,경기도 가평군 가평읍 가화로 155-19 (우림약국),,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
우정약국,02-432-4927,"서울특별시 중랑구 망우로 428, 우정약국 1층 (망우동)",,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:20,09:30~22:00,09:30~22:00
우주약국,02-481-5050,서울특별시 강동구 양재대로 1571 홈플러스 지하 2층,서울특별시 강동구 천호동 42 천호복합 상업시설 홈플러스 지하 2층,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:30~23:00,
원이약국,02-333-3131,"서울특별시 마포구 와우산로 94, 제2기숙사 지하1층 B110호 (상수동)",,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,11:00~22:00,09:30~23:00,
원주대문약국,033-763-6342,"강원도 원주시 서원대로 174, (단계동)",강원도 원주시 단계동 882번지 덕윤빌딩 1층,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
원주대형약국,033-733-1065,강원도 원주시 호저면 원문로 691,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
원플러스약국,02-3422-6953,"서울특별시 중랑구 신내로 201, 1층 (신내동, 홈플러스 서울 신내점)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,09:00~23:00
웰빙프라자약국,031-381-8284,"경기도 안양시 동안구 평촌대로 131, 101호 (호계동, 아카데미센터)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
위례수약국,031-756-0365,"경기도 성남시 수정구 위례서일로 18, 102, 103호 (창곡동, 더존메디칼타워)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
위례진약국,031-754-5082,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 1층 119호 (창곡동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
위성숙모어모아새한양약국,031-407-5823,"경기도 안산시 상록구 본삼로 38, 3동 105호 (본오동, 월드상가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
유경약국,02-591-5027,"서울특별시 서초구 방배중앙로 167, (방배동)",서울특별시 서초구 방배본동 778-8,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:00,
윤호약국,02-400-0148,"서울특별시 송파구 마천로 311, 윤호약국 (마천동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,,
율량큰사랑약국,043-211-0926,충청북도 청주시 청원구 율봉로175번길 10-4  (율량동),충청북도 청주시 청원구 율량동 882 ,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:30,09:00~22:00
으뜸약국,061-471-7684,전라남도 영암군 영암읍 낭주로 173,전라남도 영암군 영암읍 역리 149-3,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,22:00~25:00,22:00~25:00,22:00~25:00
으뜸약국,041-588-7574,"충청남도 천안시 서북구 직산읍 자은가리1길 68, 상가동 104호 (우성아파트)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
은하약국,02-372-1513,"서울특별시 서대문구 명지대3길 1, (남가좌동)",서울특별시 서대문구 남가좌2동 5-178,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,,
은혜약국,02-992-9191,서울특별시 도봉구 도봉로118길 11 (창동),서울특별시 도봉구 창1동 661-15,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,,
은혜약국,031-876-7600,"경기도 의정부시 진등로 1, 1층 103호 (녹양동)",경기도 의정부시 녹양동 154-24 1층,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,
이도약국,032-562-8050,"인천광역시 서구 중봉대로 587, 지하2층 (경서동, 홈플러스 청라점)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,
이마트약국,031-492-0615,"경기도 안산시 단원구 중앙대로 397, 1층 (신길동, 이마트트레이더스 신길점)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
이수약국,043-851-1644,충청북도 충주시 국원대로 187 (금릉동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
이오당약국,02-577-1711,서울특별시 서초구 동산로6길 38  (양재동),서울특별시 서초구 양재동 341-2 ,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,
이원약국,02-946-1958,서울특별시 강북구 삼양로 244 (미아동),,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
이지약국,031-373-9970,"경기도 화성시 동탄순환대로 708, 103호 (영천동, 에듀프라자1)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,12:00~25:00,12:00~25:00
이진약국,041-531-9474,"충청남도 아산시 배방읍 희망로46번길 45-9, 1층 102호 (정주프라자)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,08:00~18:00,08:00~18:00
이팜약국,051-862-7290,부산광역시 연제구 연수로 89 ,부산광역시 연제구 연산동 822-7 신세계연제점E마트 ,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
이화약국,031-444-3485,"경기도 안양시 동안구 관악대로 129, 202호 (비산동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~16:00,09:00~17:00,
인계햇살약국,070-4134-2935,경기도 수원시 팔달구 인계로 53,경기도 수원시 팔달구 인계동 871-5 1층,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50
인하사랑약국,032-872-9094,인천광역시 미추홀구 인하로77번길 6 (용현동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
인화약국,043-263-3770,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",충청북도 청주시 서원구 성화개신죽림동 442-3,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,12:00~23:00,11:00~23:00
인화약국,031-222-7979,"경기도 수원시 권선구 권광로 77, 102호 (권선동)",경기도 수원시 권선구 권선동 1042-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
일등365약국,031-483-1442,"경기도 안산시 단원구 선이로 20, 1층 102호( 내부적)호 (선부동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
일등약국,041-858-5533,충청남도 공주시 번영1로 124,충청남도 공주시 신관동 26,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
일출약국,02-333-3806,"서울특별시 마포구 독막로 85, 1층 (상수동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
일층가락약국,02-404-2101,"서울특별시 송파구 양재대로 932, 105호 (가락동, 가락몰 관리업무동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~17:00,,
임영약국,033-643-6071,강원도 강릉시 율곡로 2937,강원도 강릉시 교1동 825-21,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
자명약국,02-867-6968,서울특별시 구로구 디지털로 219 (가리봉동),,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,,
자연약국,064-712-1596,"제주특별자치도 제주시 노연로 90, 1층 (연동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
자연주의약국,02-2235-0306,서울특별시 중구 다산로 90 ,서울특별시 중구 신당동 366-16 ,08:50~23:00,08:50~23:00,08:50~23:00,08:50~23:00,08:50~23:00,08:50~22:00,,
자인당약국,02-933-4956,서울특별시 노원구 노해로 508,서울특별시 노원구 노해길 506,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,13:00~21:00,09:00~23:30
장수알파약국,02-3487-4233,"서울특별시 서초구 서초중앙로 38, 정원빌딩 1층 (서초동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~22:00,22:00~25:00,22:00~25:00
장수약국,02-843-2843,"서울특별시 영등포구 신풍로 46, (신길동)",서울특별시 영등포구 신길6동 3844,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,,08:00~22:50
장춘당약국,054-631-2235,경상북도 영주시 중앙로 95 (영주동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
재창약국,054-434-2678,"경상북도 김천시 김천로 31, (평화동)",경상북도 김천시 평화동 452-38,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
전승완약국,031-734-6041,"경기도 성남시 중원구 광명로 372, 1층 (금광동)",경기도 성남시 중원구 금광1동 1938,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,08:30~24:00
전주종로약국중화산점,063-226-7585,전라북도 전주시 완산구 백제대로 262 (중화산동2가),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~22:00,09:00~22:00
정문온누리약국,02-549-3003,서울특별시 은평구 진흥로 196,서울특별시 은평구 녹번동 117-111,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:30~22:00,08:30~22:00,08:30~22:00
정성약국,051-631-4298,"부산광역시 동구 정공단로 35, 1층 (좌천동)",,09:00~18:00,09:00~24:00,09:00~18:00,09:00~18:00,09:00~24:00,09:00~21:00,09:00~21:00,09:00~17:00
정약국,041-667-7584,충청남도 서산시 안견로 284,충청남도 서산시 읍내동 101-1,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
정원약국,02-755-5866,"서울특별시 중구 세종대로18길 10, (태평로2가)",서울특별시 중구 태평로2가 52,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,11:00~22:00
정화약국,031-577-8366,"경기도 남양주시 와부읍 덕소로 218, 103,104호 (와부읍)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
제세약국,031-651-7714,경기도 평택시 조개터로42번길 58 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~24:00
제일그랜드약국,02-546-0093,서울특별시 강남구 강남대로 478,서울특별시 강남구 논현동 200,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,00:00~24:00
제일당약국,031-674-1041,"경기도 안성시 중앙로400번길 19, (동본동)",경기도 안성시 동본동 75,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
제일약국,063-653-2712,"전라북도 순창군 순창읍 순창로 232,",전라북도 순창군 순창읍 남계리 218-2,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
조광약국,064-764-4159,제주특별자치도 서귀포시 남원읍 태위로 633,,08:30~23:00,08:30~20:00,08:30~23:00,08:30~20:00,08:30~20:00,08:30~13:00,,
조아약국,043-211-7963,"충청북도 청주시 청원구 충청대로 95, 동학빌딩 1층 (율량동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~21:00,
조천약국,064-783-8989,제주특별자치도 제주시 조천읍 신북로 226,제주특별자치도 제주시 조천읍 조천리 2317-6,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,,
종각호약국,02-6949-0940,"서울특별시 종로구 종로 80-2, 삼양빌딩 1층 (종로2가)",,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~22:00,14:00~20:00,14:00~20:00
종로세명약국,031-431-4044,"경기도 시흥시 정왕대로 220 (정왕동, 우리메디칼센타 106호)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,10:00~23:00,
종로세명약국,02-3492-9963,"서울특별시 도봉구 방학로 176, (방학동)",서울특별시 도봉구 방학동 668-5,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,09:00~22:30,15:00~22:30,14:00~23:00
종로약국,031-314-4719,경기도 시흥시 수인로3381번길 32 (신천동),경기도 시흥시 신천동 840-4,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:00,10:00~22:00,09:00~22:00
종로프라자약국,02-2012-1276,"서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트내)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00
종원종로약국,062-682-7515,"광주광역시 서구 화개1로 57, 1층 14호 (금호동)",,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,09:00~23:00,09:00~24:00
주엽1번출구약국,031-911-3111,"경기도 고양시 일산서구 중앙로 1421, NH농협은행 NH금융PLUS 주엽센터 (주엽동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
중경당약국,02-2246-1220,"서울특별시 동대문구 장한로 58, 1층 (장안동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,
중문약국,064-739-9687,제주특별자치도 서귀포시 천제연로 200 (중문동),,08:00~24:00,08:00~22:30,08:00~24:00,08:00~22:30,08:00~24:00,08:00~22:30,,08:00~22:30
중앙시장약국,031-465-3317,"경기도 안양시 만안구 안양로 305, 1층 (안양동)",경기도 안양시 만안구 안양동 707-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
중앙약국,043-532-2659,"충청북도 진천군 진천읍 중앙동로 61, 1층",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
중앙약국,051-728-2210,"부산광역시 기장군 정관면 정관4로 38, 102호 (금샘프라자)",부산광역시 기장군 정관면 용수리 1328-5번지,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
중앙온누리약국,032-321-7741,"경기도 부천시 소향로 131, 103호(중동,로하스프라자)",경기도 부천시 원미구 중동 1161-3,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,19:00~23:00,11:00~23:00
즐거운약국,062-373-9453,"광주광역시 서구 시청로 13, 1층 104호 (치평동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,12:30~21:30,12:30~21:30
지리산약국,051-506-0599,"부산광역시 동래구 아시아드대로228번길 26, 화영빌딩 1층 (온천동)",부산광역시 동래구 온천동 1413-7 ,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00
지성약국,051-403-2122,부산광역시 영도구 상리로 1,부산광역시 영도구 동삼3동 1123,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
지씨지센타약국,042-487-8871,"대전광역시 서구 월평새뜸로4번길 95, 1층 101호 (월평동)",,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,,,
지현약국,02-842-6905,서울특별시 영등포구 영등포로 399-5  (신길동),서울특별시 영등포구 신길동 69-17 ,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,11:00~23:30,
진선약국,02-567-0429,서울특별시 강남구 선릉로 424  (대치동),서울특별시 강남구 대치동 897 ,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~21:00,
진성온누리약국,02-3494-5177,"서울특별시 도봉구 도봉로 681, (방학동)",서울특별시 도봉구 방학1동 703-61,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,15:00~19:00,
진약국,02-935-8266,"서울특별시 노원구 노해로 452, (상계동)","서울특별시 노원구 상계6,7동 734-3",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
진영동산약국,055-343-2460,경상남도 김해시 진영읍 진영로 146,경상남도 김해시 진영읍 진영리 255-10 ,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
진주플러스약국,055-755-9859,"경상남도 진주시 대신로 304, 지하1층 (상대동)",경상남도 진주시 대신로 304 (상대동) 지하1층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00
진하온누리약국,031-798-1308,경기도 광주시 곤지암읍 평촌길 36,경기도 광주시 곤지암읍 삼리 134-9,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,23:00~23:00,09:00~13:00
참빛약국,02-972-2288,"서울특별시 노원구 동일로 986, 102동 1층 131-A호 (공릉동, 노원 프레미어스 엠코)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~23:00,
참사랑약국,032-811-0500,인천광역시 연수구 경원대로 184,인천광역시 연수구 동춘동 926-9,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~24:00,10:00~24:00,10:00~23:00
참약국,070-8163-2488,서울특별시 마포구 와우산로 149 1층,서울특별시 마포구 서교동  327-15 1층,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00
참조은약국,041-572-0002,충청남도 천안시 서북구 충무로 172 (쌍용동),,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00
참조은약국,031-725-2274,경기도 성남시 분당구 성남대로925번길 16,경기도 성남시 분당구 야탑동 341,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,,10:00~22:00
참좋은약국,031-395-0365,"경기도 군포시 삼성로 74, 트레이더스 군포점 1층 (부곡동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
창덕약국,02-972-2933,서울특별시 노원구 동일로182길 20 (공릉동),,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
창일약국,032-466-8245,인천광역시 남동구 장승로 38 (만수동),인천광역시 남동구 만수6동 1088-9,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:20
천경약국,031-240-0591,경기도 수원시 팔달구 갓매산로76번길 5,경기도 수원시 팔달구 매산로1가 18,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,07:00~22:00
천수당약국,062-234-8555,"광주광역시 동구 문화전당로35번길 15, (광산동)",광주광역시 동구 광산동 88-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
천안휴게소약국,041-558-3380,"충청남도 천안시 동남구 쉼1길 42, 천안삼거리휴게소 2동 (삼룡동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:30,08:30~23:30,08:30~23:30
철산약국,02-2612-2342,"경기도 광명시 오리로 857, (철산동)","경기도 광명시 철산3동 495번지 3호, 1층.",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:00~22:30,09:00~19:00,09:00~19:00
청년약국,031-8039-7582,"경기도 성남시 수정구 성남대로 1330, 1층 104호 (태평동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,
청담약국,041-666-2288,"충청남도 서산시 중앙로 135, 1층 (석림동, 비타민빌딩)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,08:30~22:30
청사약국,070-7757-7271,"제주특별자치도 제주시 중앙로 234, 1층 (이도이동)",,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00
청솔약국,033-251-3981,"강원도 춘천시 금강로 67-1, 1층 (조양동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
청암약국,031-480-4876,"경기도 안산시 단원구 원포공원1로 46, 1층 (초지동, 이마트안산고잔점)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
청주상당약국,043-275-7431,충청북도 청주시 서원구 사직대로 132 (사창동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~22:00,09:00~22:00,09:00~22:00
청학약국,031-841-0554,경기도 남양주시 별내면 청학로114번길 10,경기도 남양주시 별내면 청학리 466-9 ,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,09:00~22:30,09:00~22:30
초원약국,031-449-5601,경기도 안양시 만안구 안양로 323 (안양동),,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~20:30,14:00~22:30,09:00~23:00
